"Période";"1. Production des combustibles minéraux solides (en kt)";"2. Importations totales des combustibles minéraux solides (en kt)";"3. Exportations totales des combustibles minéraux solides (en kt)";"4. Variation de stocks des combustibles minéraux solides (en kt)";"5. Consommation totale des combustibles minéraux solides (en kt)";"5.1 Consommation des combustibles minéraux solides pour la production d'électricité (en kt)";"5.2 Consommation des combustibles minéraux solides par les cokeries, usines d'agglomération et autres transformations (en kt)";"5.3 Consommation des combustibles minéraux solides par la sidérurgie (y c. centrales électriques intégrées) (en kt)";"5.4 Livraisons des combustibles minéraux solides à l'industrie (hors sidérurgie. y c. centrales électriques intégrées) (en kt)";"5.5 Livraisons réelles des combustibles minéraux solides au secteur résidentiel-tertiaire (en kt)";"6. Consommation des combustibles minéraux solides CVC-CJO (en kt)";"6.1 Consommation des combustibles minéraux solides pour la production d'électricité CVC-CJO (en kt)";"6.2 Consommation des combustibles minéraux solides par la sidérurgie (y c. centrales électriques intégrées) CVC-CJO (en kt)";"7. Consommation des combustibles minéraux solides CVS-CVC-CJO (en kt)";"7.1 Consommation des combustibles minéraux solides pour la production d'électricité CVS-CVC-CJO (en kt)";"7.2 Consommation des combustibles minéraux solides par la sidérurgie (y c. centrales électriques intégrées) CVS-CVC-CJO (en kt)";"8. Stocks des combustibles minéraux solides en fin de mois (en kt)";"9. Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"10. Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"PERIODE";"PROD_CMS";"QIMP_CMS";"QEXP_CMS";"VSTO_CMS";"CI_CMS";"CPE_CMS";"CAT_CMS";"CSID_CMS";"LIND_CMS";"LRT_CMS";"CI_CMS_COR1";"CPE_CMS_COR1";"CSID_CMS_COR1";"CI_CMS_COR2";"CPE_CMS_COR2";"CSID_CMS_COR2";"ST_CMS";"DJU";"INDRIG"
"1991-08";671;2426;70;1103;1924;708;;516;485;80;;;;;1176.645;648.4;7587;0;1
"1991-03";1214;1551;101;119;2545;1139;;744;354;190;;;;;1266.985;674.029;6234;210.812;0.824
"1990-12";910;1843;74;-1566;4245;2238;;720;337;410;;;;;2025.263;720.234;7731;421.383;1.194
"1987-09";1390;1101;144;-107;2454;783;;658;435;328;;;;;;;12640;0;1
"1987-08";980;1070;142;303;1605;657;;541;353;65;;;;;;;12747;0;1
"1986-05";1469;1791;135;1384;1741;314;;738;381;252;;;;;;;9387;85.399;1.089
"1985-01";1866;2336;166;-1099;5135;2943;;817;477;497;;;;;;;10694;558.146;1.505
"1984-09";1721;2031;161;527;3064;1564;;833;388;325;;;;;;;11636;0;1
"1983-10";1845;1319;175;-1254;4243;2473;;792;390;372;;;;;;;13840;156.911;1.26
"1980-09";;;;;;;;;;;;;;;;;;0;1
"2015-08";0;1188;0;182;948.291;62;179;479.668;190.623;37;957.594;71.303;479.668;1141.348;257.312;477.413;4156;0;1
"2012-03";23;997;22;-240;1429;555;102;525;208;39;;;;1457.278;615.73;492.548;6366;207.953;0.813
"2011-08";9;1378;24;366;967;147;93;470;221;36;;;;1241.701;408.992;482.709;6850;0;1
"2005-05";58;1743;91;741;1680;570;115;681;268;46;;;;1915.491;843.754;642.737;5854;84.077;1.072
"2004-02";84;1577;73;-248;1843;824;139;618;201;61;;;;1606.586;593.471;612.115;5519;329.034;1.029
"2003-12";117;1662;37;93;1846;792;164;608;225;57;;;;1691.752;623.089;622.663;5941;352.74;1
"2002-12";141;1546;45;-5;1709;662;176;614;203;54;;;;1576.488;506.84;636.648;7883;300.263;0.851
"2002-10";203;1776;49;-249;2032;907;166;613;288;58;;;;2026.283;860.817;653.466;7419;122.663;0.985
"2001-12";150;1593;63;-579;2293;1348;158;495;202;90;;;;1891;922.921;518.08;7408;428.734;1.215
"2001-02";294;1529;57;242.252;1647;589;169;538;258;93;;;;1462.511;377.151;565.36;7808;297.987;0.932
"1998-08";473;1520;36;727;1773;713;165;605;227;63;;;;2242.855;1141.378;646.477;5808;0;1
"1998-04";532;1360;50;-624;2631;1338;180;683;341;89;;;;2644.567;1367.711;666.856;5132;199.318;1.2
"1997-12";373;1270;49;-1002;2596;1048;165;677;356;172;;;;2130.685;753.05;684.634;7376;332.154;0.941
"1997-09";779;1380;63;-89;2185;644;179;583;274;93;;;;1973.976;797.208;630.768;8970;0;1
"1993-07";733;1273;69;461;1476;334;;620;273;44;;;;;598.842;613.853;14439;0;1
"1993-01";957;1267;76;-136;2284;1048;;606;229;233;;;;;682.354;564.244;12578;322.988;0.871
"1992-08";635;1797;77;511;1844;663;;511;409;74;;;;;1092.744;629.149;11177;0;1
"1989-03";1359;1172;98;390;2043;782;;771;318;183;;;;;;;6221;209.531;0.819
"1988-06";1150;881;217;-47;1861;390;;700;392;211;;;;;;;10980;0;1
"1987-11";1308;1074;125;-627;2884;1144;;679;575;403;;;;;;;11800;286.771;1.128
"1984-12";1442;1831;208;-351;3416;1623;;832;472;444;;;;;;;11793;375.087;1.063
"1984-10";2087;2263;238;276;3836;1508;;848;528;413;;;;;;;11912;136.61;1.097
"1984-08";1274;2561;155;999;2681;1107;;459;330;149;;;;;;;11109;0;1
"1983-03";2219;1997;110;-526;4632;2874;;754;326;392;;;;;;;13253;289.94;1.134
"1981-11";2107;2302;173;-775;5011;2766;;889;428;425;;;;;;;18803;280.073;1.102
"1980-07";;;;;;;;;;;;;;;;;;0;1
"2013-06";32;1183;32;-14;948.5;155.5;107;496;150;40;976.063;183.063;496;1219.235;427.612;494.623;5616;0;1
"2013-05";30;1857;25;344;1064;230;110;537;147;40;1068.027;234.027;537;1287.856;490.131;500.725;5630;140.301;1.789
"2012-09";19;1666;11;2;1299;559;111;422;167;40;;;;1376.344;616.335;442.009;5354;0;1
"2010-03";20.05;1884;16;51.8;1746.89;785.49;111.7;600.7;202;47;;;;1480.472;559.85;559.922;5917.8;286.275;1.119
"2009-12";45;1904;45;297;1748.76;894;121.96;502.8;191;39;;;;1539.089;647.549;539.58;6123;379.273;1.075
"2008-03";22;1474;91;111;1812;789;132;582;263;46;;;;1681.72;685.978;554.742;5311;282.251;1.104
"2006-09";30;1711;57;40;1599;611;96;592;255;45;;;;1648.849;630.379;622.47;6361;0;1
"2005-10";46;1673;53;162;1814;838;112;597;219;48;;;;1887.264;878.936;629.328;6646;51.592;0.414
"2004-07";59;1454;75;139;1600;591;114;648;199;48;;;;1747.072;759.723;626.349;4999;0;1
"2003-03";205;1222;40;-163;1752;631;133;682;253;53;;;;1928.883;845.447;644.436;6982;208.185;0.814
"2001-05";275;1644;59;249;1613;459;194;678;212;70;;;;1931.746;827.44;628.307;8408;65.332;0.833
"2000-12";251.055;1619;64;-423.586;2098.498;904.102;185.28;653;272.43;83.686;;;;1841.698;618.071;682.232;7237.857;279.898;0.793
"1999-12";470;1320;59;-602;2861;1678;177;641;234;131;;;;2443.438;1239.016;662.421;6517;351.902;0.997
"1999-06";496;1506;45;231;1606;460;191;639;244;72;;;;1906.632;780.918;618.714;7812;0;1
"1997-10";821;1078;71;-317;2145;1041;169;668;297;132;;;;2249.774;987.233;664.541;8653;144.53;1.161
"1996-08";400;1282;49;616;1017;143;175;531;331;77;;;;1719.14;548.548;587.592;9505;0;1
"1996-03";718;906;54;-403;1973;1057;199;631;309;193;;;;1953.232;660.634;591.599;8582;312.457;1.222
"1996-02";820;734;65;-649;2138;1396;189;528;324;218;;;;2023.436;754.762;537.674;8985;388.753;1.216
"1995-11";769;1406;64;-560;2671;1216;176;541;296;190;;;;2129.822;905.741;562.081;9463;266.848;1.05
"1995-02";671;1379;73;88;1889;340;160;634;288;185;;;;1553.856;267.888;652.968;11032;238.149;0.745
"1994-12";785;1188;85;-11;1899;757;;688;210;195;;;;;736.499;695.205;11144;306.323;0.868
"1994-09";877;1166;84;276;1683;406;;640;415;126;;;;;576.555;685.716;10976;0;1
"1993-12";862;1062;121;-126;1929;562;;622;306;307;;;;;526.953;627.748;13077;310.997;0.881
"1991-12";948;2089;81;-770;3726;1700;;715;583;511;;;;;1497.42;715.749;8639;410.254;1.163
"1990-06";1080;1381;74;737;1650;184;;719;374;128;;;;;777.941;688.02;9271;0;1
"1987-12";1317;1049;104;-784;3046;1274;;744;436;350;;;;;;;11016;362.009;1.026
"1985-05";1521;1919;107;738;2595;744;;882;500;275;;;;;;;10954;113.163;1.443
"1983-04";1887;1785;124;16;3532;2109;;725;313;277;;;;;;;13269;211.73;1.275
"1983-02";1911;1670;76;-671;4176;2822;;651;328;437;;;;;;;13779;394.079;1.233
"2016-04";0;703.358;9.953;-300.366;925.701;174.3;206.721;316.615;187.065;41;917.824;166.423;316.615;1005.95;250.332;320.833;4323.198;191.505;1.153
"2014-11";17;1387;9;8;1241;373;121;543;164;40;1362.133;494.133;543;1192.113;310.986;556.127;5239;188.089;0.74
"2013-01";31;1489;3;69;1828;1007;113;504;164;40;1725.044;904.044;504;1490.549;680.98;492.569;5971;402.257;1.084
"2011-02";11;1437;13;-268;1363;597;84;457;189;36;;;;1340.946;538.926;493.02;5990;290.502;0.909
"2010-07";16;1847;8;285;1277;411;99;543;177;47;;;;1508.369;657.939;527.43;6738;0;1
"2010-06";20;1445;26;302.6;1161;266;98;574;176;47;;;;1346.148;462.999;562.149;6453;0;1
"2008-05";1;1906;83;728;1374;341;133;626;229;45;;;;1643.813;647.826;588.987;6505;35.014;0.446
"2006-12";24;1876;80;-236;1821;802;107;633;232;47;;;;1681.412;651.087;644.325;6388;350.907;0.994
"2006-11";30;1737;122;16;1751;834;108;582;181;46;;;;1684.645;727.367;622.277;6624;205.914;0.81
"2005-11";48;1768;50;-828;2087;1052;115;654;217;49;;;;1932.139;848.794;702.345;5818;296.157;1.165
"2004-10";46;2856;81;1105;1705;682;103;595;271;54;;;;1725.307;665.044;632.263;5817;106.239;0.853
"2003-05";182;1790;45;40;1536;461;121;723;182;49;;;;1751.788;728.721;671.067;6574;73.531;0.937
"2002-08";114;1437;17;119;1263;270;170;599;176;48;;;;1614.55;584.879;635.672;7298;0;1
"1999-02";497;1453;38;-362;2496;1415;128;558;260;135;;;;2113.802;988;602.802;5595;336.904;1.054
"1995-03";1013;1171;100;-50;2134;829;170;678;280;169;;;;1735.043;487.262;628.78;10982;299.294;1.17
"1994-07";595;1254;66;-271;2054;708;;686;326;39;;;;;936.39;670.956;10761;0;1
"1991-04";1291;1706;87;-244;3154;1409;;705;288;140;;;;;1320.609;675.428;5990;216.122;1.301
"1990-09";1129;1326;95;210;2150;653;;680;504;208;;;;;909.146;726.025;10838;0;1
"1987-04";1516;1048;63;444;2057;744;;651;333;248;;;;;;;10636;149.017;0.897
"1986-11";1547;1777;83;163;3078;1226;;711;466;349;;;;;;;11882;251.901;0.991
"1985-04";1772;1721;127;511;2855;938;;859;509;306;;;;;;;10216;181.957;1.095
"1983-12";1983;1543;168;-1735;5093;2815;;814;379;549;;;;;;;11023;378.676;1.073
"1981-05";1946;3000;139;1491;3316;1316;;1049;345;292;;;;;;;16449;113.134;1.442
"1980-10";;;;;;;;;;;;;;;;;;179.046;1.438
"2016-03";0;1397;14;-74.641;1163.635;298.902;193.203;467.462;163.068;41;1011.548;146.815;467.462;957.961;101.626;459.064;4623.564;292.283;1.143
"2015-03";0;977;12;-500;1360.009;444;107;560.414;208.595;40;1348.739;432.73;560.414;1256.306;357.231;543.479;3844;257.449;1.007
"2013-07";21;1363;24;-48.5;1152.8;337.8;110;507;158;40;1109.546;294.546;507;1331.016;527.539;495.477;5567.5;0;1
"2010-08";22;1367;9;400;827;99;92;418;172;46;;;;1135.713;392.577;433.135;7138;0;1
"2010-01";25;1667;26;-262.2;1973.38;1126;100;498.9;201.48;47;;;;1466.737;597.84;520.417;5860.8;475.215;1.281
"2008-12";16;1878;62;-362;1433;800;112;253;223;45;;;;1119.13;474.583;264.546;7435;403.777;1.144
"2007-05";33;1395;73;16;1783;676;130;696;237;44;;;;2069.1;997.337;660.762;5478;60.382;0.77
"2006-06";31;1398;65;203;1529;502;98;639;244;46;;;;1730.257;712.817;629.44;6204;0;1
"2005-06";48;1514;114;286;1541;605;109;580;200;47;;;;1732.168;801.583;574.585;6140;0;1
"2004-11";58;1942;77;-242;1723;747;106;591;230;49;;;;1599.211;580.952;633.259;5575;277.279;1.091
"1999-01";551;1377;26;-235;2534;1368;96;675;253;142;;;;2246.3;1112.937;642.364;5957;331.899;0.895
"1996-09";765;901;56;-307;1917;841;166;563;272;127;;;;2173.907;1003.049;605.859;9198;0;1
"1996-01";967;1205;64;332;1776;964;195;534;310;231;;;;1874.446;625.322;513.124;9634;354.81;0.956
"1995-01";872;892;64;-200;1900;929;179;694;330;233;;;;1940.635;536.973;661.662;10944;363.155;0.979
"1994-05";726;770;86;-356;1766;743;;686;407;83;;;;;1013.723;654.082;11193;76.119;0.97
"1991-05";1038;1649;101;277;2309;1192;;747;351;149;;;;;1522.552;705.767;6267;143.296;1.827
"1991-01";1314;1686;62;-454;3392;1683;;778;429;348;;;;;840.284;717.599;7277;391.33;1.055
"1989-11";1317;1610;94;-731;3564;1845;;707;468;327;;;;;;;6667;288.146;1.134
"1986-07";1040;1280;92;788;1440;293;;657;312;171;;;;;;;11209;0;1
"1985-09";1516;1967;136;13;3334;1475;;749;534;290;;;;;;;12803;0;1
"1985-06";1561;1863;116;812;2496;690;;832;493;273;;;;;;;11766;0;1
"1984-07";1281;1437;122;-29;2625;1264;;825;290;175;;;;;;;10110;0;1
"1983-08";965;1308;121;421;1731;666;;417;283;189;;;;;;;15345;0;1
"2015-12";0;1424;20.734;631.035;1170.126;311.067;189;427.391;205.668;37;1459.984;600.925;427.391;1344.7;465.207;447.826;4728.035;231.356;0.656
"2015-10";0;1255;28;-7;1250.838;410;187;427.798;189.04;37;1210.237;369.399;427.798;1060.829;207.069;440.72;4144;153.532;1.233
"2015-07";0;1085;60;-45;1038.729;96;234;474.328;197.401;37;1026.325;83.596;474.328;1199.827;262.599;468.827;3974;0;1
"2015-05";0;1398;21;209;968.46;12.35;151;562.64;205.47;37;1015.05;58.94;562.64;1217.058;292.76;530.828;4238;74.613;0.951
"2015-02";0;1266;6;-383;1499.989;675;97;508.843;179.146;40;1423.415;588.172;519.097;1279.254;424.876;538.232;4344;351.239;1.099
"2014-09";26;1579;10;277;1112;276;111;516;169;40;1099.165;263.165;516;1123.123;264.922;538.201;5702;0;1
"2013-08";2.1;1354;17;-313.65;1322.9;478.9;109;544;151;40;1334.697;490.697;544;1553.125;705.684;547.441;5253.85;0;1
"2009-07";2;1170;90;-68;1147.7;380;94.8;408.9;224;40;;;;1340.813;583.927;398.086;7183;0;1
"2007-12";77;2060;51;157;2131;1158;122;526;279;46;;;;1909.579;919.608;542.971;5114;388.094;1.1
"2007-08";44;1805;87;251;1447;411;125;604;263;44;;;;1800.48;750.181;618.299;6069;0;1
"2006-02";68;2015;54;196;2128;1148;93;621;220;46;;;;1807.063;806.403;641.66;4823;371.281;1.161
"2005-02";61;1943;67;-414;2065;1145;104;587;181;48;;;;1701.364;766.844;601.519;5083;382.496;1.197
"2001-10";247;1444;82;620;1598;589;162;471;292;84;;;;1581.688;547.453;496.235;8627;50.908;0.409
"2001-04";302;1863;64;45;1724;541;178;669;261;75;;;;1706.652;547.541;645.111;8159;208.677;1.256
"1993-03";1107;1799;82;53;2771;1208;;662;294;162;;;;;897.042;606.286;12870;283.709;1.109
"1993-02";977;2221;77;239;2882;1500;;580;420;201;;;;;855.804;583.721;12817;372.469;1.165
"1990-11";1197;1346;99;-1266;3710;1962;;710;388;387;;;;;1559.42;734.804;9297;275.337;1.083
"1990-07";776;1559;62;835;1438;323;;720;292;100;;;;;725.946;726.86;10106;0;1
"1990-01";1463;2109;75;-331;3828;2047;;746;459;337;;;;;1276.679;687.925;5668;362.584;0.977
"1989-07";765;1050;101;-166;1880;581;;727;289;125;;;;;;;7645;0;1
"1988-11";1246;1198;243;-1766;3967;2048;;753;609;307;;;;;;;9005;310.682;1.222
"1988-03";1570;1236;148;301;2357;842;;726;325;234;;;;;;;11125;298.589;1.167
"1987-07";1061;1040;104;-35;2032;434;;601;395;151;;;;;;;12444;0;1
"1986-12";1403;1104;54;-445;2898;1290;;643;433;412;;;;;;;11437;351.302;0.996
"1986-02";1643;1357;104;-1572;4468;2504;;782;389;430;;;;;;;7504;492.724;1.541
"1982-12";1946;2359;101;194;4010;2316;;629;488;468;;;;;;;14651;358.792;1.017
