"Période";"1. Production (brute) d'électricité hydraulique, éolienne et photovoltaïque (en GWh)";"1.1 Production brute d'électricité hydraulique (en GWh)";"1.2 Production brute d'électricité éolienne (en GWh)";"1.3 Production brute d'électricité solaire photovoltaïque (en GWh)";"2. Production nucléaire (équivalent primaire à la production, sous forme de chaleur) (en GWh)";"3. Solde importateur (importations - exportations) d'électricité (en GWh)";"3.1 Importations d'électricité (en GWh)";"3.2 Exportations d'électricité (en GWh)";"4. Consommation primaire d'énergie nucléaire, hydraulique, éolienne et photovoltaïque brute (en GWh)";"5. Consommation d'électricité primaire et d'équivalent primaire d'électricité nucléaire CVC-CJO (en GWh)";"6. Consommation d'électricité primaire et d'équivalent primaire d'électricité nucléaire CVS-CVC-CJO (en GWh)";"7. Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"8. Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"PERIODE";"PRODB_ELE_SYNT";"PRODB_HYDRO_SYNT";"PRODB_EOL_SYNT";"PRODB_PV_SYNT";"PRODB_NUCL_SYNT";"QSOLI_ELE_SYNT";"QIMP_ELE_SYNT";"QEXP_ELE_SYNT";"CONSO_ELE_SYNT";"CONSO_ELE_SYNT_COR1";"CONSO_ELE_SYNT_COR2";"DJU";"INDRIG"
"2021-03";11116.317;6101.778;3713.416;1301.123;100674.872;-3224.652;2339.282;5563.934;108566.537;107971.677;98582.709;260.78;1.02
"2022-01";10002.843;6074.226;3145.395;783.222;111862.4;995.94;4108.283;3112.343;122861.183;122466.342;94083.069;385.801;1.04
"2022-04";10591.585;5226.852;3562.39;1802.343;69785.579;1086.988;3789.507;2702.519;81464.151;81818.674;86245.058;162.673;0.979
"2020-08";7397.305;3793.482;2047.199;1556.623;73715.969;-1741.479;2072.972;3814.451;79371.794;79477.492;93118.325;0;1
"2020-01";11177.262;6476.654;4174.88;525.728;118755.941;-4517.428;1516.862;6034.29;125415.776;127030.715;98530.064;317.101;0.855
"2018-11";7432.013;4135.809;2797.147;499.057;103937.521;-1924.516;2068.629;3993.146;109445.017;109914.262;107839.162;239.74;0.943
"2018-04";10337.624;7164.442;2160.032;1013.15;97451.631;-5810.196;647.513;6457.708;101979.06;104061.052;108258.807;109.397;0.659
"2017-10";5358.065;2732.815;1972.717;652.534;89679.724;-2422.495;1979.086;4401.581;92615.294;94671.815;100886.604;87.921;0.706
"2015-05";8822.161;6515.786;1519.049;787.325;96932.331;-5976.246;572.463;6548.709;99778.246;100278.118;110633.804;74.613;0.951
"2020-04";8865.305;5234.014;2282.087;1349.204;85870.559;-5693.375;738.257;6431.631;89042.49;91529.37;95582.625;89.303;0.538
"2015-02";8564.409;6423.175;1808.531;332.703;118645.628;-3061.461;1446.87;4508.331;124148.576;124290.861;113060.895;351.239;1.099
"2019-12";13240.107;8043.706;4709.632;486.769;105413.8;-3569.703;2008.625;5578.329;115084.204;117483.281;97012.296;293.701;0.832
"2012-05";9203.377;7847.839;933.063;422.475;92837.989;-4488.638;613.01;5101.648;97552.729;;108597.035;73.287;0.934
"2018-06";10445.233;7784.143;1372.891;1288.199;91391.126;-7602.147;208.992;7811.139;94234.212;94234.553;108560.381;0;1
"2011-01";7320.55;6048.917;1229.221;42.411;138909.815;-3750.675;1266.228;5016.903;142479.69;;115079.99;380.373;1.025
"2012-06";8371.53;6966.565;951.328;453.637;84994.337;-3699.306;633.054;4332.36;89666.561;;104551.139;0;1
"2010-09";4156.318;3608.219;548.099;0;100872.091;-3610.65;982.177;4592.827;101417.759;;112298.626;0;1
"2011-12";7774.077;5747.037;1944.35;82.69;126664.766;-4827.869;943.17;5771.039;129610.974;;110692.825;296.789;0.841
"2010-07";5991.1;5512.014;479.086;0;101295.785;-4632.834;781.141;5413.974;102654.051;;112363.767;0;1
"2010-03";7459.857;6310.65;1149.207;0;114382.671;-2146.386;2129.383;4275.77;119696.141;;110449.04;286.275;1.119
"2009-12";6263.241;5323.072;940.169;0;120193.633;-797.143;2376.428;3173.571;125659.731;;105981.885;379.273;1.075
"2010-01";7039.828;6371.707;668.12;0;128292.756;378.068;3042.548;2664.48;135710.651;;108893.223;475.215;1.281
"2008-07";6455.129;6108.066;347.062;0;101837.054;-4782.861;642.116;5424.976;103509.322;;112917.778;0;1
"2008-01";6746.671;6132.561;614.111;0;129923.352;-4339.781;798.144;5137.925;132330.242;;110801.045;317.75;0.857
"2009-09";3536.964;2994.867;542.098;0;91803.258;-1262.227;1603.289;2865.516;94077.995;;104596.814;0;1
"2009-07";5504.3;4966.204;538.097;0;92456.012;-1358.244;2025.365;3383.609;96602.068;;105899.999;0;1
"2007-08";5403.537;5118.486;285.051;0;104203.578;-7068.272;422.076;7490.348;102538.843;;113818.15;0;1
"2009-06";6849.237;6444.164;405.073;0;86803.48;-1950.351;1510.272;3460.623;91702.366;;105465.199;0;1
"2007-02";6009.366;5648.301;361.065;0;114708.496;-5138.925;534.096;5673.021;115578.937;;112386.176;243.557;0.762
"2005-06";5026.851;4976.842;50.009;0;104727.914;-5897.061;409.074;6306.135;103857.704;;115110.648;0;1
"2006-04";7310.044;7165.018;145.026;0;114187.19;-7249.305;110.02;7359.324;114247.929;;119291.271;172.824;1.041
"2002-04";4630.539;4630.539;0;0;113374.923;-7028.265;163.029;7191.294;110977.197;;112619.711;165.079;0.994
"2005-02";5376.795;5293.78;83.015;0;115560.164;-2884.519;1202.216;4086.735;118052.44;;112167.381;382.496;1.197
"2004-10";4319.676;4319.676;0;0;119436.618;-6200.116;323.058;6523.174;117556.178;;117558.974;106.239;0.853
"1999-09";5047.722;5047.722;0;0;94789.479;-5440.979;539.097;5980.076;94396.223;;102833.473;0;1
"1999-07";5834.499;5834.499;0;0;95600.155;-5082.915;360.065;5442.98;96351.739;;103943.546;0;1
"2000-07";5135.817;5135.817;0;0;99254.888;-6008.081;205.037;6213.118;98382.624;;106153.86;0;1
"1999-02";6360.029;6360.029;0;0;101860.259;-5028.905;518.093;5546.998;103191.383;;99181.507;336.904;1.054
"1998-11";6445.086;6445.086;0;0;103917.592;-4705.847;423.076;5128.923;105656.831;;97935.747;345.189;1.358
"1999-12";7468.807;7468.807;0;0;110654.779;-5314.957;429.077;5744.034;112808.629;;100168.231;351.902;0.997
"1998-04";6282.06;6282.06;0;0;95584.547;-5547.998;262.047;5810.046;96318.609;;96101.329;199.318;1.2
"1999-06";7192.372;7192.372;0;0;86657.794;-4486.807;392.071;4878.878;89363.358;;101053.421;0;1
"1998-03";5216.824;5216.824;0;0;109391.133;-6752.215;202.036;6954.252;107855.742;;100925.25;248.061;0.97
"1997-05";5822.348;5822.348;0;0;94767.256;-5348.963;274.049;5623.012;95240.642;;102484.714;73.993;0.943
"1997-02";6057.267;6057.267;0;0;99275.732;-5263.947;440.079;5704.027;100069.051;;98054.446;257.864;0.807
"1991-05";4886.722;4886.722;0;0;76660.054;-4324.778;590.106;4914.885;77221.998;;85667.578;143.296;1.827
"1996-09";4212.342;4212.342;0;0;93260.057;-5619.011;199.036;5818.047;91853.388;;100533.634;0;1
"1987-01";6290.161;6290.161;0;0;83217.118;-1995.359;960.173;2955.532;87511.919;;;563.627;1.519
"1986-11";4086.782;4086.782;0;0;73216.714;-2866.516;632.114;3498.63;74436.98;;;251.901;0.991
"1996-02";6735.697;6735.697;0;0;108333.226;-5356.964;570.103;5927.067;109711.959;;99826.542;388.753;1.216
"1981-02";5236.063;5236.063;0;0;26240.684;-405.073;1040.187;1445.26;31071.674;;;386.52;1.209
"1995-10";4749.011;4749.011;0;0;94269.678;-6164.109;208.037;6372.147;92854.579;;94382.63;58.615;0.471
"1992-08";4523.205;4523.205;0;0;75613.544;-4557.82;272.049;4829.869;75578.929;;87339.475;0;1
"1991-02";5269.478;5269.478;0;0;91563.251;-4259.767;507.091;4766.858;92572.962;;84505.143;409.899;1.282
"1987-10";6517.992;6517.992;0;0;62407.239;-2447.44;697.125;3144.566;66477.79;;;123.469;0.991
"1985-01";6284.085;6284.085;0;0;66542.064;-1293.233;880.158;2173.391;71532.916;;;558.146;1.505
"1982-12";7595.379;7595.379;0;0;39475.779;-708.127;691.124;1399.252;46363.031;;;358.792;1.017
"1981-04";6917.962;6917.962;0;0;25183.238;-375.068;813.146;1188.214;31726.132;;;183.518;1.105
"1980-06";;;;;;;;;;;;0;1
"1980-02";;;;;;;;;;;;286.527;0.896
"2020-07";8580.939;4731.255;2104.517;1745.167;72325.808;-1300.921;2287.017;3587.938;79605.826;79464.896;91264.951;0;1
"2020-02";13136.665;6447.745;5906.961;781.959;105638.334;-6751.129;474.392;7225.521;112023.87;111122.401;99344.463;230.482;0.721
"2019-07";7770.406;4531.197;1752.971;1486.238;93226.276;-5623.546;891.546;6515.093;95373.136;94985.579;106924.716;0;1
"2018-09";5937.977;3174.868;1587.93;1175.179;96104.598;-5605.085;704.055;6309.139;96437.49;96789.815;111327.521;0;1
"2016-12";6237.571;4597.338;1388.663;251.57;116283.806;-84.533;3099.026;3183.559;122436.844;121552.768;101402.1;373.202;1.058
"2015-09";5676.879;3442.721;1585.603;648.555;97679.617;-5172.021;617.501;5789.522;98184.476;98051.391;112497.302;0;1
"2014-06";6699.331;5111.226;902.475;685.63;98890.501;-6152.477;285.111;6437.589;99437.355;99706.191;113925.778;0;1
"2014-01";9318.398;7053.083;2100.334;164.981;135384.939;-5882.979;788.112;6671.091;138820.359;141363.87;112866.81;298.853;0.806
"2012-03";5239.668;4001.282;938.771;299.615;119245.978;-5021.084;436.229;5457.312;119464.563;;113298.315;207.953;0.813
"2011-05";4414.074;3481.64;727.131;205.304;105566.541;-5340.961;499.09;5840.051;104639.654;;114274.789;45.445;0.579
"2009-04";7207.142;6743.059;464.084;0;98544.985;-2783.501;1033.186;3816.687;102968.626;;108421.89;135.179;0.814
"2008-10";4281.465;3806.379;475.086;0;108061.847;-1480.266;1577.284;3057.55;110863.045;;111674.615;156.372;1.256
"2007-09";4297.934;4020.884;277.05;0;106219.091;-5305.955;541.097;5847.052;105211.071;;115720.229;0;1
"2007-03";7292.725;6929.66;363.065;0;116790.688;-5606.009;552.099;6158.108;118477.405;;112407.778;264.952;1.036
"2006-12";5575.858;5251.799;324.058;0;128223.046;-3941.709;1126.203;5067.912;129857.194;;112100.511;350.907;0.994
"2006-01";4432.752;4303.729;129.023;0;135581.945;-2807.505;1167.21;3974.715;137207.191;;114376.221;425.11;1.146
"2004-07";4896.848;4896.848;0;0;103503.452;-4576.824;713.128;5289.952;103823.476;;112558.332;0;1
"2004-05";6442.048;6442.048;0;0;102321.421;-5370.967;253.046;5624.012;103392.503;;111265.37;102.921;1.312
"2003-10";4742.935;4742.935;0;0;112756.63;-3893.701;695.125;4588.826;113605.864;;110616.626;195.283;1.568
"2002-06";6444.073;6444.073;0;0;99351.19;-6178.112;120.022;6298.133;99617.152;;111898.98;0;1
"1996-12";8480.376;8480.376;0;0;110183.143;-5813.046;315.057;6128.103;112850.473;;98774.635;413.182;1.171
"1995-07";6405.595;6405.595;0;0;85037.737;-5690.024;179.032;5869.056;85753.309;;95125.783;0;1
"1995-06";7190.346;7190.346;0;0;81245.536;-5263.947;182.033;5445.98;83171.935;;96492.762;0;1
"1995-04";6646.59;6646.59;0;0;92813.345;-5813.046;248.045;6061.091;93646.888;;95023.243;187.29;1.128
"1995-01";7813.085;7813.085;0;0;117618.806;-6585.185;268.048;6853.233;118846.706;;100337.991;363.155;0.979
"1993-07";6335.727;6335.727;0;0;82098.698;-4960.893;263.047;5223.94;83473.532;;92940.407;0;1
"1993-03";4229.556;4229.556;0;0;104248.418;-5617.011;342.062;5959.072;102860.963;;92992.329;283.709;1.109
"1991-12";5290.742;5290.742;0;0;99737.516;-4618.831;500.09;5118.921;100409.427;;85360.599;410.254;1.163
"1989-12";3524.799;3524.799;0;0;84327.017;-1466.264;1853.334;3319.597;86385.552;;;339.945;0.963
"1989-09";2887.885;2887.885;0;0;68536.839;-3339.601;686.123;4025.724;68085.122;;;0;1
"1989-08";3623.019;3623.019;0;0;64835.766;-3014.543;614.111;3628.653;65444.243;;;0;1
"1989-03";5095.314;5095.314;0;0;84579.072;-4082.735;380.068;4462.803;85591.652;;;209.531;0.819
"1987-08";5248.214;5248.214;0;0;48453.998;-1690.304;680.122;2370.427;52011.907;;;0;1
"1985-09";3691.875;3691.875;0;0;52125.042;-2467.444;277.05;2744.494;53349.472;;;0;1
"1985-04";6647.602;6647.602;0;0;53604.038;-2183.393;321.058;2504.451;58068.247;;;181.957;1.095
"1984-06";7476.907;7476.907;0;0;39475.623;-2352.423;348.063;2700.486;44600.107;;;0;1
"1982-06";6142.324;6142.324;0;0;23435.641;-318.057;679.122;997.179;29259.907;;;0;1
"1981-10";6578.747;6578.747;0;0;24526.34;-129.023;1040.187;1169.21;30976.063;;;161.739;1.299
"1981-03";6883.534;6883.534;0;0;26679.685;-827.149;845.152;1672.301;32736.07;;;205.789;0.805
"1980-08";;;;;;;;;;;;0;1
"2019-01";8597.852;5126.952;2971.348;499.553;127358.574;-1334.049;2744.544;4078.593;134622.377;133732.993;105248.855;393.349;1.06
"2015-04";7885.395;5809.624;1378.05;697.72;99393.986;-4119.961;1018.973;5138.935;103159.419;104184.637;110297.404;141.988;0.855
"2012-04";7303.67;5470.697;1502.911;330.062;105259.434;-3548.319;939.549;4487.868;109014.786;;113172.969;203.518;1.225
"2011-03";5739.882;4525.639;1094.197;120.046;119591.671;-4655.838;871.157;5526.995;120675.714;;112446.224;240.988;0.942
"2010-06";7974.2;7408.098;566.102;0;94335.046;-5287.952;544.098;5832.05;97021.295;;110718.364;0;1
"2010-02";6852.716;5903.545;949.171;0;115196.484;-1095.197;2199.396;3294.593;120954.003;;111949.064;349.36;1.093
"2008-05";7636.606;7354.555;282.051;0;102006.213;-5818.047;314.057;6132.104;103824.772;;112831.254;35.014;0.446
"2007-11";3811.406;3377.328;434.078;0;114099.296;-637.115;2173.391;2810.506;117273.587;;111688.958;297.441;1.17
"2006-07";4559.035;4465.018;94.017;0;105161.325;-4966.894;623.112;5590.006;104753.466;;114948.46;0;1
"2006-05";7067.682;6901.652;166.03;0;108225.513;-7239.303;71.013;7310.316;108053.892;;115919.259;69.934;0.892
"2005-04";6063.512;5995.499;68.012;0;106067.549;-4489.808;530.095;5019.903;107641.253;;111297.236;168.5;1.014
"2004-06";6120.047;6120.047;0;0;97478.126;-5079.914;477.086;5557;98518.259;;109652.893;0;1
"2003-09";3429.616;3429.616;0;0;100184.673;-4404.793;828.149;5232.942;99209.497;;108719.805;0;1
"2003-07";3913.63;3913.63;0;0;105673.539;-4971.895;635.114;5607.009;104615.274;;112339.501;0;1
"2003-04";4855.332;4855.332;0;0;109683.35;-5528.995;424.076;5953.071;109009.687;;111709.33;152.871;0.92
"2001-02";6715.445;6715.445;0;0;105651.55;-4734.852;406.073;5140.925;107632.143;;105391.561;297.987;0.932
"2000-03";6163.588;6163.588;0;0;113913.301;-6258.126;267.048;6525.174;113818.763;;105949.846;260.986;1.02
"1998-12";5616.794;5616.794;0;0;109110.602;-4238.763;741.133;4979.896;110488.633;;98277.617;364.45;1.033
"1998-06";6337.752;6337.752;0;0;86754.198;-5118.921;178.032;5296.953;87973.029;;100446.178;0;1
"1997-03";5386.937;5386.937;0;0;104134.937;-5920.065;272.049;6192.114;103601.809;;100437.616;206.567;0.808
"1996-08";4453.337;4453.337;0;0;90079.217;-5646.016;197.035;5843.052;88886.538;;99927.899;0;1
"1995-05";7719.927;7719.927;0;0;85241.688;-5784.041;167.03;5951.071;87177.574;;94635.485;89.811;1.145
"1993-08";4464.475;4464.475;0;0;80090.303;-5043.908;296.053;5339.961;79510.871;;90548.716;0;1
"1992-12";8554.295;8554.295;0;0;100750.905;-4882.879;459.083;5341.961;104422.321;;90244.482;353.2;1.001
"1992-10";6662.791;6662.791;0;0;88407.768;-4613.83;450.081;5063.911;90456.729;;89382.05;209.843;1.685
"1992-09";4526.243;4526.243;0;0;79167.85;-4443.8;293.053;4736.852;79250.292;;86616.114;0;1
"1990-12";6784.301;6784.301;0;0;92255.607;-4595.827;800.144;5395.971;94444.081;;79751.45;421.383;1.194
"1990-10";3902.492;3902.492;0;0;84119.629;-4776.86;547.098;5323.958;83245.261;;83449.046;96.818;0.777
"1990-02";4677.117;4677.117;0;0;71258.403;-2553.46;603.109;3156.568;73382.061;;72365.581;204.51;0.64
"1987-07";6971.629;6971.629;0;0;55173.054;-2509.452;761.137;3270.589;59635.232;;;0;1
