"Période";"1. Importations toutes énergies (en millions d'euros CAF)";"1.1 Importations de combustibles minéraux solides (en millions d'euros CAF)";"1.2 Importations de produits pétroliers (en millions d'euros CAF)";"1.2.1 Importations de pétrole brut (en millions d'euros CAF)";"1.2.2 Importations de produits pétroliers raffinés (en millions d'euros CAF)";"1.3 Importations de gaz (en millions d'euros CAF)";"1.4 Importations d'électricité (en millions d'euros CAF)";"2. Exportations toutes énergies (en millions d'euros FAB)";"2.1 Exportations de combustibles minéraux solides (en millions d'euros FAB)";"2.2 Exportations de produits pétroliers (en millions d'euros FAB)";"2.2.1 Exportations de pétrole brut (en millions d'euros FAB)";"2.2.2 Exportations de produits pétroliers raffinés (en millions d'euros FAB)";"2.3 Exportations de gaz (en millions d'euros FAB)";"2.4 Exportations d'électricité (en millions d'euros FAB)";"3. Facture énergétique totale (en millions d'euros CAF-FAB)";"3.1 Solde importateur (importations - exportations) de combustibles minéraux solides  (en millions d'euros CAF-FAB)";"3.2 Solde importateur (importations - exportations) de produits pétroliers (en millions d'euros CAF-FAB)";"3.2.1 Solde importateur (importations - exportations) de pétrole brut (en millions d'euros CAF-FAB)";"3.2.2 Solde importateur (importations - exportations) de produits pétroliers raffinés (en millions d'euros CAF-FAB)";"3.3 Solde importateur (importations - exportations) de gaz (en millions d'euros CAF-FAB)";"3.4 Solde importateur (importations - exportations) d'électricité (en millions d'euros CAF-FAB)";"3.5 Solde importateur (valeurs CAF - FAB) en biocarburants (en millions d'euros)";"3.6 Solde importateur (valeurs CAF - FAB) en bois-énergie (en millions d'euros)"
"PERIODE";"VIMP_ENER";"VIMP_CMS";"VIMP_PETRO";"VIMP_BRUT";"VIMP_RAFF";"VIMP_GAZ";"VIMP_ELE";"VEXP_ENER";"VEXP_CMS";"VEXP_PETRO";"VEXP_BRUT";"VEXP_RAFF";"VEXP_GAZ";"VEXP_ELE";"VSOLI_ENER";"VSOLI_CMS";"VSOLI_PETRO";"VSOLI_BRUT";"VSOLI_RAFF";"VSOLI_GAZ";"VSOLI_ELE";"VSOLI_BIOC";"VSOLI_BOIS"
"1993-12";1244.319;57.43;972.808;619.65;353.158;202.791;11.291;426.185;10.315;200.173;0.043;200.13;6.057;209.64;818.135;47.115;772.635;619.607;153.028;196.734;-198.349;;
"1992-11";1329.219;76.4;1039.732;646.145;393.587;204.534;8.553;367.137;9.65;178.707;0;178.707;0.839;177.941;962.082;66.75;861.025;646.145;214.88;203.695;-169.388;;
"1991-06";1459.242;72.718;1086.809;780.082;306.727;273.341;26.374;409.326;10.214;218.002;0;218.002;1.067;180.042;1049.916;62.504;868.807;780.082;88.725;272.274;-153.669;;
"2015-11";3650.845;115.843;2585.287;1265.434;1319.853;909.16;40.555;1150.532;1.587;674.683;0.075;674.607;196.047;278.214;2500.313;114.256;1910.604;1265.358;645.246;713.112;-237.66;;
"2013-02";7131.816;168.325;5435.514;3073.667;2361.847;1436.178;91.799;1608.521;0.313;1233.948;0.228;1233.72;179.456;194.804;5523.294;168.011;4201.566;3073.439;1128.127;1256.722;-103.005;;
"2012-05";6868.423;162.988;5211.783;2634.022;2577.761;1467.231;26.421;1441.786;6.522;1003.334;0.703;1002.632;236.391;195.539;5426.637;156.465;4208.449;2633.319;1575.129;1230.841;-169.117;;
"2011-08";6722.093;192.589;5263.348;3232.657;2030.691;1249.713;16.443;1586.072;6.207;1136.749;0.672;1136.077;220.707;222.409;5136.021;186.382;4126.599;3231.985;894.614;1029.006;-205.966;;
"2008-01";7090.872;185.448;5457.818;3532.825;1924.993;1390.301;57.305;1653.671;18.036;1086.691;0;1086.691;229.227;319.717;5437.201;167.412;4371.127;3532.825;838.302;1161.074;-262.412;;
"2007-12";6504.327;175.013;4915.127;3178.626;1736.501;1267.58;146.607;1371.046;10.516;943.872;0.326;943.546;200.064;216.594;5133.281;164.497;3971.255;3178.3;792.955;1067.516;-69.987;;
"2006-04";5119.893;156.339;3877.056;2511.741;1365.315;1079.778;6.72;1240.481;13.392;826.118;0;826.118;115.833;285.138;3879.412;142.947;3050.938;2511.741;539.197;963.945;-278.418;;
"2005-04";4078.298;125.345;3113.703;2159.601;954.102;815.916;23.334;978.78;16.734;643.856;0.121;643.735;121.072;197.118;3099.518;108.611;2469.847;2159.48;310.367;694.844;-173.784;;
"2003-04";2784.496;80.007;2051.769;1337.069;714.7;648.965;3.755;577.4;4.278;347.17;0.005;347.165;36.062;189.89;2207.097;75.729;1704.599;1337.064;367.535;612.903;-186.134;;
"2001-02";2726.79;66.823;2116.611;1468.666;647.945;534.201;9.155;687.136;7.548;452.78;0;452.78;17.951;208.857;2039.654;59.275;1663.831;1468.666;195.165;516.25;-199.702;;
"2000-10";3308.638;94.837;2874.313;2050.489;823.824;328.501;10.987;846.039;8.794;606.194;4.929;601.265;6.397;224.654;2462.599;86.043;2268.119;2045.56;222.559;322.104;-213.667;;
"1999-07";1404.532;63.357;1124.996;808.24;316.756;207.064;9.115;420.524;4.14;215.851;0.001;215.85;2.71;197.823;984.008;59.217;909.145;808.239;100.906;204.354;-188.708;;
"1997-11";1583.046;85.377;1276.661;933.713;342.948;212.989;8.019;518.761;5.419;255.412;0.011;255.401;7.591;250.34;1064.284;79.958;1021.249;933.702;87.547;205.398;-242.321;;
"1995-03";1072.618;60.352;843.32;564.499;278.821;163.181;5.765;454.492;11.543;171.292;0;171.292;10.88;260.777;618.126;48.809;672.028;564.499;107.53;152.301;-255.013;;
"1993-03";1406.211;104.362;1002.485;670.061;332.423;288.009;11.355;429.721;9.382;192.599;0;192.599;6.598;221.142;976.489;94.979;809.886;670.061;139.824;281.411;-209.786;;
"2017-02";4870.957;240.818;3630.41;1739.386;1891.024;920.393;79.335;981.063;0.391;658.233;0.061;658.172;70.609;251.83;3889.894;240.427;2972.178;1739.326;1232.852;849.784;-172.495;;
"2017-01";5074.539;200.845;3528.241;2020.926;1507.315;1054.987;290.466;1085.962;1.113;712.75;0.044;712.706;149.716;222.383;3988.577;199.733;2815.491;2020.882;794.609;905.271;68.082;;
"2016-07";3870.165;91.338;3002.429;1625.396;1377.033;741.581;34.816;834.596;1.118;640.533;0.052;640.481;35.375;157.57;3035.569;90.221;2361.897;1625.344;736.552;706.206;-122.754;;
"2015-06";4654.816;78.671;3707.413;1838.029;1869.384;851.165;17.567;1047.737;0.533;796.096;0.136;795.96;42.318;208.791;3607.079;78.138;2911.318;1837.894;1073.424;808.847;-191.224;;
"2012-04";7635.897;247.853;5874.34;3070.417;2803.923;1466.487;47.218;1376.409;5.083;979.938;52.07;927.868;189.916;201.473;6259.488;242.77;4894.402;3018.346;1876.056;1276.571;-154.255;;
"2007-10";5496.282;146.427;4285.691;2667.787;1617.904;987.268;76.896;1300.28;14.862;891.879;0;891.879;121.662;271.877;4196.002;131.565;3393.812;2667.787;726.025;865.606;-194.981;;
"2006-07";5286.157;120.809;4207.147;2788.002;1419.145;881.306;76.895;1324.934;13.045;862.141;0.008;862.133;115.804;333.944;3961.223;107.764;3345.006;2787.994;557.012;765.502;-257.049;;
"2004-06";3048.948;93.616;2356.614;1486.148;870.466;585.127;13.591;696.34;11.815;471.026;0.001;471.025;30.021;183.478;2352.609;81.801;1885.588;1486.147;399.441;555.106;-169.886;;
"2004-05";2765.24;124.826;2022.903;1387.91;634.993;610.432;7.079;623.394;11.473;397.309;0;397.309;24.576;190.036;2141.846;113.353;1625.594;1387.91;237.684;585.856;-182.957;;
"2002-06";2428.874;91.903;1884.787;1382.79;501.997;451.428;0.756;644.86;4.806;410.095;2.077;408.018;13.52;216.439;1784.014;87.097;1474.692;1380.713;93.979;437.908;-215.683;;
"2000-04";2240.025;76.771;1749.874;1242.168;507.706;405.223;8.157;695.06;6.971;446.986;3.521;443.465;7.072;234.031;1544.965;69.8;1302.888;1238.647;64.241;398.151;-225.874;;
"1996-12";1803.07;64.488;1429.831;941.226;488.605;299.811;8.94;488.922;6.288;238.152;0.056;238.095;4.501;239.981;1314.147;58.2;1191.68;941.17;250.51;295.309;-231.041;;
"1995-02";1260.998;68.531;941.381;585.999;355.382;244.52;6.566;391.618;8.156;139.441;1.083;138.357;4.794;239.228;869.38;60.375;801.94;584.916;217.025;239.726;-232.662;;
"1992-02";1434.44;90.176;1082.263;677.538;404.725;246.412;15.589;338.027;10.308;171.922;0;171.922;6.562;149.236;1096.412;79.868;910.341;677.538;232.803;239.85;-133.647;;
"1991-07";1677.397;94.671;1288.804;810.419;478.385;273.798;20.123;360.389;10.367;205.349;0;205.349;1.524;143.15;1317.007;84.304;1083.455;810.419;273.036;272.274;-123.026;;
"2016-10";3877.492;97.812;2844.063;1692.832;1151.23;788.475;147.142;856.596;1.583;621.52;0.053;621.466;72.904;160.59;3020.896;96.23;2222.543;1692.779;529.764;715.571;-13.448;;
"2016-08";3726.154;64.844;3013.821;1671.443;1342.378;600.305;47.184;776.491;0.763;610.898;0.055;610.844;21.114;143.716;2949.663;64.081;2402.923;1671.388;731.534;579.191;-96.532;;
"2015-10";4594.252;107.586;3454.572;1855.639;1598.933;984.136;47.957;1067.261;1.672;709.859;0.095;709.764;95.87;259.86;3526.991;105.914;2744.714;1855.544;889.169;888.265;-211.903;;
"2013-07";7427.445;158.948;5915.276;3368.858;2546.418;1340.433;12.788;1379.096;1.616;996.4;0.233;996.167;187.388;193.692;6048.349;157.332;4918.876;3368.625;1550.251;1153.045;-180.903;;
"2010-06";5004.174;195.292;3747.605;2280.571;1467.034;1033.387;27.89;1201.918;9.128;823.227;0.216;823.011;134.637;234.926;3802.256;186.164;2924.378;2280.355;644.023;898.75;-207.036;;
"2009-11";4730.058;128.17;3439.229;1945.17;1494.059;1071.786;90.873;850.674;9.815;617.551;0.333;617.218;114.431;108.877;3879.384;118.355;2821.678;1944.837;876.841;957.355;-18.004;;
"2008-09";6665.027;341.384;5043.681;3566.617;1477.064;1222.879;57.083;1925.715;21.638;1497.447;0.001;1497.446;154.7;251.93;4739.312;319.746;3546.234;3566.616;-20.382;1068.179;-194.847;;
"2007-11";6037.523;126.46;4551.309;2958.915;1592.394;1133.378;226.376;1368.093;14.714;960.169;0.115;960.054;181.811;211.399;4669.43;111.746;3591.14;2958.8;632.34;951.567;14.977;;
"2003-06";2106.337;60.28;1532.918;1119.21;413.708;488.933;24.206;553.711;6.511;338.713;0.087;338.626;19.202;189.285;1552.626;53.769;1194.205;1119.123;75.082;469.731;-165.079;;
"2002-12";2646.655;75.2;2145.826;1444.692;701.134;424.002;1.627;771.183;5.016;478.276;0;478.276;22.802;265.089;1875.473;70.184;1667.55;1444.692;222.858;401.2;-263.461;;
"2000-11";3245.509;115.055;2634.295;1874.56;759.735;487.88;8.279;921.711;8.751;638.909;0;638.909;9.534;264.517;2323.797;106.304;1995.386;1874.56;120.826;478.346;-256.239;;
"1999-05";1309.307;69.827;1018.673;738.504;280.169;212.287;8.52;392.964;3.393;197.575;0.08;197.495;2.415;189.581;916.343;66.434;821.098;738.424;82.674;209.872;-181.061;;
"1997-10";1634.203;57.498;1324.219;1025.881;298.338;246.69;5.795;496.172;7.777;241.813;0;241.813;7.044;239.538;1138.031;49.721;1082.406;1025.881;56.525;239.647;-233.743;;
"1997-07";1649.21;65.739;1336.249;1056.672;279.577;239.58;7.642;466.957;4.82;250.088;0;250.088;11.862;200.186;1182.253;60.919;1086.161;1056.672;29.488;227.718;-192.544;;
"1996-07";1418.921;73.152;1135.392;814.964;320.428;205.97;4.407;425.55;5.001;209.738;0;209.738;0.539;210.273;993.371;68.152;925.654;814.964;110.69;205.43;-205.866;;
"1996-02";1244.479;37.9;994.553;724.766;269.787;193.338;18.688;469.683;6.729;212.115;0;212.115;11.6;239.239;774.796;31.171;782.438;724.766;57.673;181.737;-220.551;;
"1993-10";1210.62;55.214;973.563;641.45;332.113;175.519;6.324;399.927;11.202;197.386;0.084;197.302;3.396;187.943;810.694;44.012;776.177;641.366;134.811;172.123;-181.619;;
"1993-08";1328.204;56.212;1092.282;702.677;389.605;171.243;8.467;400.881;8.247;198.339;0;198.339;3.66;190.634;927.324;47.966;893.943;702.677;191.266;167.582;-182.168;;
"2017-05";4474.475;199.085;3414.508;1840.042;1574.467;837.165;23.717;1007.489;0.807;660.194;18.862;641.332;121.646;224.844;3466.986;198.279;2754.315;1821.18;933.134;715.519;-201.127;;
"2016-12";4613.355;178.217;3305.604;1692.145;1613.459;937.115;192.419;1136.218;1.411;826.937;0.282;826.655;132.253;175.617;3477.137;176.806;2478.667;1691.863;786.804;804.862;16.802;;
"2014-08";5668.511;95.746;4501.938;2187.033;2314.906;1066.983;3.844;1292.86;0.881;884.965;0.198;884.767;224.362;182.651;4375.652;94.865;3616.973;2186.834;1430.138;842.621;-178.807;;
"2013-04";7205.546;175.017;5539.662;3210.777;2328.885;1434.319;56.548;1411.523;1.304;1133.178;27.624;1105.554;96.003;181.039;5794.023;173.713;4406.484;3183.153;1223.331;1338.316;-124.49;;
"2013-03";6785.832;142.064;5049.319;2515.051;2534.268;1496.834;97.615;1165.3;1.551;866.357;0.234;866.123;113.007;184.385;5620.532;140.513;4182.962;2514.817;1668.145;1383.827;-86.771;;
"2012-12";7063.012;191.819;5293.022;2470.571;2822.451;1537.146;41.025;1576.357;0.137;1156.233;86.302;1069.931;216.265;203.722;5486.655;191.682;4136.789;2384.269;1752.52;1320.881;-162.697;;
"2009-05";3936.181;94.131;2920.533;2000.654;919.879;896.543;24.974;928.587;13.514;701.984;0.04;701.944;57.464;155.625;3007.594;80.617;2218.549;2000.614;217.935;839.079;-130.651;;
"2008-12";5188.32;312.219;3194.855;1873.213;1321.642;1583.403;97.843;1135.239;15.719;608.06;0.001;608.059;264.577;246.883;4053.081;296.5;2586.795;1873.212;713.583;1318.826;-149.04;;
"2007-04";5135.496;141.166;4100.98;2545.603;1555.377;872.146;21.204;1090.597;16.389;811.594;0.269;811.325;103.498;159.116;4044.899;124.777;3289.386;2545.334;744.052;768.648;-137.912;;
"2006-05";5143.483;166.629;3899.937;2495.081;1404.856;1074.42;2.497;1362.279;15.301;959.155;0.001;959.154;155.2;232.623;3781.204;151.328;2940.782;2495.08;445.702;919.22;-230.126;;
"2006-02";5138.175;172.377;3837.24;2376.016;1461.224;998.716;129.842;1245.152;11.383;843.772;0.008;843.764;178.072;211.925;3893.023;160.994;2993.468;2376.008;617.46;820.644;-82.083;;
"2006-01";5670.439;166.874;4217.397;2737.67;1479.727;1203.231;82.937;1373.486;9.235;918.168;0.001;918.167;186.071;260.012;4296.953;157.639;3299.229;2737.669;561.56;1017.16;-177.075;;
"2005-08";5067.474;143.38;4270.719;2890.696;1380.023;643.297;10.078;1186.451;10.781;810.767;0;810.767;108.206;256.697;3881.022;132.599;3459.952;2890.696;569.256;535.091;-246.62;;
"2005-05";3769.452;128.31;2876.577;1925.372;951.205;756.644;7.921;1038.492;14.009;652.182;0.001;652.181;120.382;251.919;2730.96;114.301;2224.395;1925.371;299.024;636.262;-243.998;;
"2002-04";2498.228;111.828;1911.02;1297.733;613.287;473.429;1.951;648.322;3.562;374.94;0.002;374.938;13.979;255.841;1849.906;108.266;1536.08;1297.731;238.349;459.45;-253.89;;
"1999-01";1059.392;67.082;722.761;475.225;247.536;254.218;15.331;378.28;3.118;150.582;0;150.582;3.146;221.434;681.111;63.964;572.179;475.225;96.954;251.072;-206.103;;
"1994-10";1257.07;63.902;1000.24;635.538;364.703;185.989;6.939;381.146;8.793;151.1;0;151.1;3.19;218.063;875.924;55.108;849.141;635.538;213.603;182.799;-211.124;;
"1991-08";1615.197;95.433;1188.188;761.025;427.162;303.069;28.508;321.82;7.927;180.195;0;180.195;15.702;117.996;1293.377;87.506;1007.993;761.025;246.967;287.366;-89.488;;
"2014-11";4842.426;126.604;3660.07;1732.468;1927.602;1032.96;22.792;1466.691;0.776;932.816;0.697;932.119;289.918;243.182;3375.734;125.828;2727.253;1731.771;995.482;743.042;-220.39;;
"2011-07";6443.465;247.57;5080.075;2960.653;2119.422;1102.438;13.382;1337.15;4.628;938.924;0.789;938.135;160.802;232.796;5106.315;242.942;4141.151;2959.864;1181.287;941.636;-219.414;;
"2010-04";5257.872;157.263;3949.989;2489.487;1460.502;1091.705;58.915;1341.587;1.387;1042.702;0.423;1042.279;136.423;161.075;3916.285;155.876;2907.287;2489.064;418.223;955.282;-102.16;;
"2009-12";4861.263;151.032;3579.106;2037.663;1541.443;1009.065;122.06;1054.358;9.597;777.869;1.283;776.586;142.951;123.941;3806.905;141.435;2801.237;2036.38;764.857;866.114;-1.881;;
"2009-06";4242.112;128.315;3231.078;2158.576;1072.502;820.893;61.826;1044.463;22.523;841.691;0.097;841.594;73.169;107.08;3197.649;105.792;2389.387;2158.479;230.908;747.724;-45.254;;
"2008-10";6697.727;332.476;4735.963;3125.755;1610.208;1469.251;160.037;1639.161;19.258;1162.345;0.005;1162.34;195.418;262.14;5058.566;313.218;3573.618;3125.75;447.868;1273.833;-102.103;;
"2008-08";7382.486;221.085;6152.027;4504.887;1647.14;942.77;66.604;1694.68;17.3;1238.65;0;1238.65;110.697;328.033;5687.806;203.785;4913.377;4504.887;408.49;832.073;-261.429;;
"2008-02";6139.332;165.727;4657.658;3068.288;1589.37;1283.395;32.552;1620.744;15.341;1085.241;0.277;1084.964;217.064;303.098;4518.588;150.386;3572.417;3068.011;504.406;1066.331;-270.546;;
"2007-02";4414.811;134.136;3393.043;2222.446;1170.597;868.844;18.788;1063.566;11.873;705.709;0.001;705.708;174.102;171.882;3351.245;122.263;2687.334;2222.445;464.889;694.742;-153.094;;
"2005-11";5426.688;155.118;4283.91;2743.324;1540.586;945.364;42.296;1450.775;11.156;983.835;0.013;983.822;128.356;327.428;3975.912;143.962;3300.075;2743.311;556.764;817.008;-285.133;;
"2005-01";3411.375;146.21;2523.935;1739.238;784.697;718.084;23.146;760.307;14.199;443.606;0.059;443.547;114.297;188.205;2651.068;132.011;2080.329;1739.179;341.15;603.787;-165.059;;
"2003-12";2785.353;89.722;2090;1513.904;576.096;593.892;11.739;795.051;5.945;514.811;0;514.811;49.755;224.54;1990.301;83.777;1575.189;1513.904;61.285;544.137;-212.802;;
"2002-05";2459.169;109.715;1885.712;1399.182;486.53;462.84;0.902;670.711;4.05;396.498;0.002;396.496;13.18;256.983;1788.458;105.665;1489.214;1399.18;90.034;449.66;-256.081;;
"2001-09";2463.08;75.977;1912.289;1409.038;503.251;472.797;2.017;637.426;7.212;386.377;0;386.377;14.907;228.93;1825.654;68.765;1525.912;1409.038;116.874;457.89;-226.913;;
"1997-04";1593.914;79.895;1205.568;890.774;314.794;302.272;6.179;522.818;5.277;270.118;4.279;265.839;14.788;232.634;1071.096;74.618;935.449;886.495;48.954;287.484;-226.455;;
"1994-09";1118.811;60.63;908.867;560.199;348.668;138.95;10.365;334.119;9.123;115.716;0;115.716;10.025;199.254;784.693;51.507;793.151;560.199;232.952;128.925;-188.889;;
"1992-08";1321.027;97.022;997.329;604.563;392.766;218.251;8.425;336.758;9.183;157.617;0;157.617;11.407;158.552;984.268;87.84;839.711;604.563;235.149;206.844;-150.127;;
"1992-06";1432.669;89.501;1109.575;752.87;356.705;220.742;12.85;352.888;10.646;184.333;0.08;184.253;7.199;150.71;1079.78;78.855;925.242;752.79;172.452;213.543;-137.86;;
"2016-11";4255.535;124.959;3070.378;1767.439;1302.939;854.075;206.123;948.789;0.658;648.149;0.061;648.087;114.823;185.159;3306.746;124.3;2422.23;1767.378;654.852;739.252;20.964;;
"2016-03";3229.347;105.227;2202.741;1120.617;1082.124;883.873;37.506;805.117;1.588;565.594;0.072;565.522;80.818;157.117;2424.23;103.638;1637.147;1120.545;516.603;803.055;-119.611;;
"2013-01";7840.028;156.104;6024.848;3130.531;2894.317;1602.03;57.046;1421.069;0.401;1055.542;0.255;1055.287;146.818;218.308;6418.959;155.703;4969.306;3130.276;1839.03;1455.213;-161.262;;
"2012-07";7191.305;182.592;5726.552;3430.432;2296.12;1237.297;44.864;1412.884;6.196;1074.446;36.761;1037.685;162.99;169.252;5778.42;176.396;4652.106;3393.67;1258.435;1074.307;-124.388;;
"2012-01";7615.556;228.269;5713.217;3174.916;2538.301;1639.477;34.593;1772.025;5.762;1275.333;0.745;1274.588;231.857;259.073;5843.532;222.508;4437.884;3174.172;1263.712;1407.62;-224.48;;
"2011-11";7242.56;241.09;5413.841;3138.585;2275.256;1510.211;77.418;1661.44;1.112;1183.404;66.537;1116.867;196.108;280.816;5581.12;239.978;4230.437;3072.048;1158.389;1314.103;-203.398;;
"2007-09";4924.132;121.909;4012.065;2757.047;1255.018;768.598;21.56;1184.978;16.382;861.62;0.002;861.618;109.643;197.333;3739.154;105.527;3150.445;2757.045;393.4;658.955;-175.773;;
"2005-10";4436.01;143.37;3479.752;2182.642;1297.11;799.435;13.453;1238.793;11.215;830.16;0.007;830.153;125.78;271.638;3197.216;132.155;2649.592;2182.635;466.957;673.655;-258.186;;
"2004-01";2736.939;110.022;2012.853;1441.551;571.302;600.528;13.536;688.825;15.706;401.509;0;401.509;47.708;223.902;2048.114;94.316;1611.344;1441.551;169.793;552.82;-210.366;;
"2001-12";2411.888;77.13;1731.713;1239.432;492.281;582.967;20.078;594.083;7.695;369.919;5.66;364.259;7.078;209.391;1817.805;69.435;1361.794;1233.772;128.022;575.889;-189.313;;
"1999-10";1662.747;58.821;1364.312;970.904;393.408;229.51;10.104;583.404;7.112;360.4;25.991;334.409;2.754;213.138;1079.343;51.709;1003.912;944.913;58.999;226.756;-203.034;;
"1997-06";1372.455;57.084;1072.383;786.69;285.694;236.4;6.587;509.414;5.24;289.171;0.088;289.083;14.354;200.65;863.04;51.844;783.213;786.602;-3.389;222.046;-194.062;;
"1996-01";1280.039;57.837;1012.616;753.934;258.682;195.589;13.996;456.944;8.363;185.101;0;185.101;4.796;258.684;823.095;49.475;827.515;753.934;73.58;190.793;-244.687;;
"1995-01";1196.551;47.7;969.012;636.815;332.197;170.433;9.407;446.196;6.922;160.44;0;160.44;11.825;267.01;750.355;40.777;808.572;636.815;171.757;158.608;-257.602;;
"1994-01";1367.632;68.494;1046.295;639.521;406.774;239.679;13.165;391.757;8.66;155.959;0.001;155.959;5.623;221.514;975.876;59.833;890.335;639.521;250.815;234.056;-208.349;;
"1993-04";1223.435;50.012;979.793;599.952;379.84;186.473;7.157;395.577;10.135;187.099;0;187.099;1.592;196.751;827.857;39.876;792.694;599.952;192.741;184.881;-189.594;;
"1993-02";1226.22;86.825;899.402;568.737;330.665;227.543;12.45;360.786;9.24;155.99;0.002;155.987;5.673;189.883;865.434;77.585;743.412;568.735;174.678;221.87;-177.433;;
"1993-01";1174.256;52.808;895.898;586.658;309.24;208.421;17.13;345.85;11.151;135.02;0.002;135.017;0.063;199.616;828.406;41.656;760.878;586.655;174.223;208.358;-182.487;;
"1992-10";1362.759;89.707;1045.758;612.11;433.648;213.653;13.642;360.45;12.007;171.91;0.067;171.843;12.628;163.904;1002.309;77.7;873.847;612.043;261.805;201.025;-150.262;;
"1991-12";1617.332;123.941;1225.843;754.165;471.677;251.388;16.16;396.825;9.452;203.062;0;203.062;1.067;183.244;1220.507;114.489;1022.78;754.165;268.615;250.321;-167.084;;
"2014-01";7916.135;153.847;6305.924;3235.596;3070.328;1420.834;35.529;1429.635;1.242;1040.514;0.224;1040.29;132.155;255.723;6486.5;152.605;5265.41;3235.372;2030.038;1288.679;-220.194;;
"2017-10";4544.54;159.29;3377.475;1736.83;1640.645;902.794;104.981;1218.025;0.625;825.523;0.556;824.967;182.182;209.695;3326.515;158.665;2551.952;1736.275;815.677;720.612;-104.714;;
"2013-11";6504.153;177.214;4825.097;2354.775;2470.323;1411.186;90.655;1354.167;1.231;985.04;1.224;983.816;179.001;188.895;5149.986;175.983;3840.057;2353.551;1486.506;1232.185;-98.239;;
"2013-10";6805.267;158.51;5421.395;2611.779;2809.615;1186.059;39.304;1235.687;1.714;898.028;0.239;897.789;129.843;206.101;5569.58;156.795;4523.367;2611.54;1911.826;1056.216;-166.797;;
"2011-01";6865.933;151.532;5192.494;2841.873;2350.621;1449.148;72.759;1444.096;3.836;1034.08;0.225;1033.855;160.862;245.318;5421.836;147.696;4158.414;2841.648;1316.766;1288.286;-172.56;;
"2009-08";4195.391;97.928;3374.371;2158.861;1215.51;665.743;57.349;855.247;28.133;656.674;0.151;656.523;61.101;109.339;3340.145;69.795;2717.697;2158.71;558.987;604.642;-51.989;;
"2006-11";5069.73;123.649;3825.616;2570.522;1255.094;1097.839;22.626;1388.022;17.999;904.028;1.933;902.095;156.813;309.182;3681.708;105.65;2921.588;2568.589;352.999;941.026;-286.556;;
"2004-04";2676.971;97.062;2020.572;1376.719;643.853;546.709;12.628;595.752;14.07;376.816;0.002;376.814;31.078;173.788;2081.219;82.992;1643.756;1376.717;267.039;515.631;-161.16;;
"2004-03";2766.009;91.255;2126.931;1544.324;582.607;527.026;20.797;703.508;12.057;458.273;0.001;458.272;52.234;180.944;2062.501;79.198;1668.658;1544.323;124.335;474.792;-160.147;;
"2002-01";2454.611;78.404;1763.197;1136.305;626.892;608.339;4.671;579.422;5.414;325.451;5.795;319.656;16.44;232.117;1875.189;72.99;1437.746;1130.51;307.236;591.899;-227.446;;
"2001-11";2181.447;79.671;1584.45;1146.902;437.548;509.461;7.865;688.46;8.968;415.518;0;415.518;7.426;256.548;1492.988;70.703;1168.932;1146.902;22.03;502.035;-248.682;;
"2000-07";2383.254;67.433;1929.874;1329.939;599.935;379.703;6.244;719.921;6.39;464.887;0;464.887;13.946;234.698;1663.333;61.043;1464.987;1329.939;135.048;365.757;-228.454;;
"2000-01";2399.679;73.46;1983.31;1402.913;580.397;323.852;19.057;586.81;7.405;376.761;4.342;372.419;5.9;196.744;1812.869;66.055;1606.549;1398.571;207.978;317.952;-177.687;;
"1999-08";1651.611;71.412;1370.959;1027.793;343.166;194.852;14.388;513.744;3.239;284.245;0.002;284.243;3.468;222.792;1137.867;68.173;1086.714;1027.791;58.923;191.384;-208.404;;
"1998-10";1170.509;59.584;899.975;628.677;271.298;203.768;7.182;429.36;5.549;212.884;4.882;208.002;3.05;207.876;741.149;54.035;687.091;623.795;63.296;200.718;-200.695;;
"1998-09";1092.919;68.448;857.172;635.854;221.318;155.249;12.05;376.15;6.616;217.388;7.023;210.365;6.605;145.541;716.769;61.832;639.784;628.831;10.953;148.644;-133.49;;
"1998-02";1435.209;69.443;1016.03;723.94;292.09;341.937;7.799;534.818;5.325;265.131;0.005;265.126;9.593;254.769;900.391;64.118;750.899;723.935;26.964;332.344;-246.97;;
"1998-01";1482.623;63.156;1149.511;840.464;309.047;262.5;7.456;544.713;3.703;252.3;0;252.3;10.514;278.196;937.91;59.453;897.211;840.464;56.747;251.986;-270.74;;
"1997-05";1460.278;57.112;1135.716;877.843;257.873;260.988;6.462;505.374;5.212;277.073;1.228;275.846;10.875;212.215;954.904;51.9;858.643;876.616;-17.973;250.114;-205.753;;
"1997-02";1665.307;61.299;1309.066;847.099;461.967;283.801;11.141;498.24;5.748;245.221;0;245.221;12.394;234.877;1167.067;55.551;1063.845;847.099;216.747;271.407;-223.737;;
"1996-09";1365.483;47.56;1099.317;732.037;367.28;213.329;5.278;439.293;6.575;208.014;0;208.014;0.414;224.29;926.19;40.985;891.303;732.037;159.265;212.915;-219.012;;
"1996-03";1254.689;42.791;1017.12;700.563;316.557;176.814;17.964;477.824;6.863;211.014;0;211.014;5.266;254.682;776.865;35.928;806.106;700.563;105.544;171.548;-236.718;;
"1995-12";1262.027;52.45;961.297;650.316;310.981;225.437;22.843;366.092;5.465;156.634;0.035;156.599;7.427;196.566;895.935;46.986;804.663;650.281;154.382;218.01;-173.723;;
"1995-11";1099.218;62.664;814.966;595.332;219.634;209.819;11.768;428.766;7.118;174.703;0;174.703;7.772;239.174;670.452;55.547;640.264;595.332;44.932;202.048;-227.406;;
