"Période";"Production totale brute d'électricité (en GWh)";"Production totale nette d'électricité (en GWh)";"Production brute d'électricité nucléaire (en GWh)";"Production nette d'électricité nucléaire (en GWh)";"Production brute d'électricité hydraulique (en GWh)";"Production nette d'électricité hydraulique (en GWh)";"Production brute d'électricité éolienne (en GWh)";"Production nette d'électricité éolienne (en GWh)";"Production brute d'électricité photovoltaïque (en GWh)";"Production nette d'électricité photovoltaïque (en GWh)";"Production brute d'électricité thermique (en GWh)";"Production nette d'électricité thermique (en GWh)";"Électricité absorbée pour les pompages (en GWh)";"Total des importations physiques d'électricité (en GWh)";"Total des exportations physiques d'électricité (en GWh)";"Energie appelée réelle yc pertes (consommation calculée yc pertes) (en GWh)";"Livraisons en basse tension (BT : FC + Corse) (en GWh)";"Livraisons en moyenne tension (MT : FC + Corse) (en GWh)";"Livraisons en haute tension (en GWh)";"Puissance maximale appelée (en GW)";"Solde des échanges physiques d'électricité (en GWh)";"Consommation d'électricité (hors pertes) CVC-CJO (en GWh)";"Livraisons en basse tension CVC-CJO (en GWh)";"Livraisons en moyenne tension CVC-CJO (en GWh)";"Livraisons en haute tension CVC-CJO (en GWh)";"Consommation d'électricité (hors pertes) CVS-CVC-CJO (en GWh)";"Livraisons en basse tension CVS-CVC-CJO (en GWh)";"Livraisons en moyenne tension CVS-CVC-CJO (en GWh)";"Livraisons en haute tension CVS-CVC-CJO (en GWh)";"Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"PERIODE";"PRODB_ELE";"PRODN_ELE";"PRODB_NUCL";"PRODN_NUCL";"PRODB_HYDRO";"PRODN_HYDRO";"PRODB_EOL";"PRODN_EOL";"PRODB_PV";"PRODN_PV";"PRODB_ELE_THERM";"PRODN_ELE_THERM";"STEP_ELE";"QIMP_ELE";"QEXP_ELE";"EAR_ELE";"LIV_ELE_BT";"LIV_ELE_MT";"LIV_ELE_HT";"PUISSMAX_ELE";"QSOLI_ELE";"CONSO_ELE_COR1";"LIV_ELE_BT_COR1";"LIV_ELE_MT_COR1";"LIV_ELE_HT_COR1";"CONSO_ELE_COR2";"LIV_ELE_BT_COR2";"LIV_ELE_MT_COR2";"LIV_ELE_HT_COR2";"DJU";"INDRIG"
"2009-07";38843.81;37017.494;30505;28900;4965.31;4904.494;538;538;0;0;2835.5;2675;514;2025;3383;35145.494;10853;12905;8655;60.898;-1358;;;;;37059.549;15867.17;13037.577;8154.802;0;1
"2009-03";51819.215;49547.602;37728;35932;6313.935;6236.602;741;741;0;0;7036.28;6638;663;827;5276;44435.602;19204;13468;7805;76.467;-4449;;;;;35646.331;15249.226;12526.269;7870.836;276.464;1.081
"2008-08";40665.545;38716.292;33806;32030;4328.305;4275.292;407;407;0;0;2124.24;2004;266;876;6060;33266.292;10429;11489;8454;57.308;-5184;;;;;37824.143;15488.248;13403.067;8932.827;0;1
"2008-05";43592.492;41689.168;33656;31973;7353.232;7263.168;282;282;0;0;2301.26;2171;435;314;6131;35437.168;11422;11985;9322;58.853;-5817;;;;;37952.333;15463.046;13506.529;8982.758;35.014;0.446
"2007-12";56148.324;53712.141;41878;40009;4678.444;4621.141;584;584;0;0;9007.88;8498;791;1809;3517;51213.141;23222;14513;8346;88.96;-1708;;;;;37235.407;15267.532;13257.219;8710.656;388.094;1.1
"2006-07";42422.494;40392.536;34697;32901;4464.214;4409.536;94;94;0;0;3167.28;2988;555;623;5589;34871.536;10475;13224;8419;58.754;-4966;;;;;36862.529;15112.131;13611.855;8138.544;0;1
"2006-03";52687.583;50347.45;37090;35324;6710.643;6628.45;196;196;0;0;8690.94;8199;718;1427;4017;47039.45;19417;14571;8699;76.668;-2590;;;;;36636.08;14738.443;13197.308;8700.328;299.017;1.169
"2005-01";57106.961;54674;44416;42475;4973.921;4913;102;102;0;0;7615.04;7184;573;730;5595;49236;21210;14443;8865;84.7;-4865;;;;;36105.412;14149.652;12802.415;9153.345;367.051;0.989
"2002-08";38873.496;37037;32132;30462;4849.396;4790;0;0;0;0;1892.1;1785;538;231;5888;30842;9250;10308;8644;52.98;-5657;;;;;35088.761;13681.948;12147.763;9259.049;0;1
"2002-04";46145.265;44019;37407;35570;4629.705;4573;0;0;0;0;4108.56;3876;643;163;7190;36349;13083;11082;8714;61.6;-7027;;;;;33567.096;13750.016;11257.297;8559.783;165.079;0.994
"2015-07";43298.688;41408.95;34998.82;33272.25;4092.004;4041.885;1338.441;1338.441;872.234;872.234;1997.188;1884.14;517.76;710.2;7020.04;34581.35;11172.31;13838.989;6799.271;58.54;-6309.84;31322.713;11172.31;13367.741;6782.662;36777.338;16469.287;13550.682;6757.369;0;1
"2011-05";42962.457;40948.644;34830.697;33070;3481.013;3438.378;727;727;205.267;205.267;3718.48;3508;633;499;5839;34975.644;11515.47;12758.7;7831;56;-5340;;;;;36684.557;15683.188;13488.695;7512.674;45.445;0.579
"2010-11";51701.519;49431.352;37204.21;35455;5518.949;5451.352;969;969;0;0;8009.36;7556;629;1726;4047;46481.352;19376;14107;8744;92.1;-2321;;;;;38214.093;16025.333;13554.011;8634.749;276.919;1.089
"2009-11";45678.5;43592.175;33075.58;31461;3793.64;3747.175;1296;1296;0;0;7513.28;7088;622;1918;3026;41862.175;17155;13202;7839;76.52;-1108;;;;;37423.233;16271.959;13089.847;8061.427;192.601;0.758
"2005-09";42763.302;40795;35121;33410;3881.542;3834;55;55;0;0;3705.76;3496;492;359;6092;34570;10066;12359;9348;56.99;-5733;;;;;36395.708;14355.785;12995.327;9044.596;0;1
"2003-09";40117.679;38300;33055;31485;3428.999;3387;0;0;0;0;3633.68;3428;624;828;5232;33272;9677;11680;9311;55.319;-4404;;;;;35184.933;13836.034;12294.9;9053.999;0;1
"2003-02";52330.95;50202;38155;36513;7112.11;7025;0;0;0;0;7063.84;6664;420;531;6222;44091;19077;12901;8240;76.675;-5691;;;;;35376.923;13752.951;12381.686;9242.286;360.232;1.127
"2014-05";42805.707;41591.548;32753;31713.27;6220.248;6144.062;1461.573;1461.573;635.267;635.267;1735.62;1637.377;713.99;268.93;6710.51;34435.978;12793.66;12098.368;6753.574;58.14;-6441.58;31544.352;12628.348;12158.637;6757.367;36191.066;16215.158;13214.309;6761.599;86.091;1.097
"2013-03";54125.568;51896.326;38506.35;36781.77;6472.278;6393.004;1294.107;1294.107;337.621;337.621;7515.212;7089.823;594.9;1572.52;3377.06;49496.886;22651.12;14852.182;7148.573;84.86;-1804.54;41093.227;19717.535;14340.015;7035.677;36579.234;16310.295;13464.699;6804.241;328.805;1.286
"2012-12";56866.68;54561.154;41781.95;39911.77;6481.29;6401.906;2192.879;2192.879;121.886;121.886;6288.675;5932.712;678.96;710.88;5177.83;49415.244;23126.17;14134.873;6624.707;90.67;-4466.95;;;;;36666.576;16530.651;13372.478;6763.448;325.45;0.922
"2011-08";40234.461;38348.645;33091;31384;3910.453;3862.557;664;664;256.088;256.088;2312.92;2182;539;334;5680;32463.645;10803.4;11873.1;6864;56.017;-5346;;;;;36775.321;16057.015;13313.968;7404.338;0;1
"2010-12";61461.08;58889.115;43830.021;41889;7062.619;6976.115;950;950;0;0;9618.44;9074;580;2184;3014;57479.115;26768;16150;8671;96.71;-830;;;;;37783.539;15841.47;13524.897;8417.172;468.628;1.328
"2010-04";43394.51;41507.696;32884.669;31294;5833.141;5761.696;707;707;0;0;3969.7;3745;605;1312;3902;38312.696;14613;12615;8219;71.144;-2590;;;;;37116.452;16093.864;12954.351;8068.237;158.138;0.952
"2007-07";43136.606;41164.692;33544;31820;6220.886;6144.692;338;338;0;0;3033.72;2862;493;621;6360;34932.692;10480;12858;8918;57.989;-5739;;;;;36685.236;15156.902;13042.517;8485.817;0;1
"2006-09";43190.464;41224.452;35570;33832;4390.224;4336.452;152;152;0;0;3078.24;2904;578;229;7210;33665.452;10308;12365;8405;56.75;-6981;;;;;35940.956;14675.631;13108.957;8156.368;0;1
"2005-06";43026.006;41065;34554;32849;4975.946;4915;50;50;0;0;3446.06;3251;533;409;6305;34636;9859;12656;9298;59.917;-5896;;;;;36595.664;14510.455;13054.987;9030.221;0;1
"2005-03";52166.738;49795;38607;36777;5006.318;4945;66;66;0;0;8487.42;8007;626;1068;4874;45363;18216;13961;8946;83;-3806;;;;;36452.95;14592.104;12832.502;9028.343;278.725;1.09
"2004-12";57812.69;55354;45527;43548;4863.57;4804;0;0;0;0;7422.12;7002;609;449;5974;49220;21528;13962;9113;81.4;-5525;;;;;35975.257;14096.831;12605.678;9272.748;392.699;1.113
"2004-08";39533.102;37660;32164;30516;4329.022;4276;0;0;0;0;3040.08;2868;453;445;5728;31924;9652;10921;8886;54.53;-5283;;;;;36449.356;14285.567;12706.603;9457.186;0;1
"2003-08";38741.254;36850;31720;30062;3701.334;3656;0;0;0;0;3319.92;3132;576;477;4961;31790;8886;11737;8332;53.63;-4484;;;;;36062.921;13144.718;13923.072;8995.131;0;1
"2003-06";40726.756;38859;32704;31056;5283.716;5219;0;0;0;0;2739.04;2584;493;878;5953;33291;8942;12483;9256;57.45;-5075;;;;;35436.155;13264.165;13048.57;9123.42;0;1
"2002-03";49709.93;47438;37405;35568;5897.23;5825;0;0;0;0;6407.7;6045;597;168;7129;39880;14104;13534;8484;64.42;-6961;;;;;34415.822;12894.073;12820.663;8701.087;228.865;0.895
"2017-01";59615.582;57166.501;42322.277;40491.575;5285.719;5220.979;1908.798;1908.798;317.835;317.835;9780.952;9227.314;563.949;3650.518;2957.141;57295.929;27860.305;16272.64;7405.482;94.19;693.377;47873.552;25124.874;15507.154;7241.525;36644.225;16356.465;13473.501;6814.259;452.737;1.22
"2017-05";42898.111;41221.112;31564.353;30136.774;5756.929;5686.417;1400.51;1400.51;1015.614;1015.614;3160.705;2981.797;664.603;668.214;6539.264;34685.46;12615.589;12543.84;6744.919;60.963;-5871.05;31836.417;12863.123;12252.015;6721.279;36596.514;16436.211;13363.286;6797.017;65.8;0.839
"2016-04";44670.739;42928.577;32538.463;31059.296;6537.075;6457.008;1603.348;1603.348;760.132;760.132;3231.72;3048.793;403.447;1576.299;5296.685;38804.744;15896.486;12952.167;6729.009;69.648;-3720.386;34661.103;15226.458;12758.533;6676.113;36386.496;16327.602;13300.849;6758.045;191.505;1.153
"2015-12";54025.133;51740.206;42223.84;40288.34;3687.73;3642.562;2526.6;2526.6;211.722;211.722;5375.241;5070.982;771.52;704.14;7062.07;44610.756;19989.72;13766.87;6610.707;78.27;-6357.93;45055.706;23534.203;14505.2;7016.303;36342.857;16128.252;13395.025;6819.58;231.356;0.656
"2014-08";40981.672;39145.637;32683;30989.96;5333.159;5267.838;933.502;933.502;659.775;659.775;1372.237;1294.563;582.11;181.55;7977.9;30767.177;10780.45;11400.155;5986.635;54.33;-7796.35;28693.127;10780.45;11893.128;6019.549;36111.725;16166.544;13312.938;6632.243;0;1
"2014-07";44432.435;42491.189;35178;33394.06;6231.669;6155.342;910.814;910.814;681.319;681.319;1430.633;1349.654;661.99;174.57;8339.82;33663.949;10951.88;13081.865;6853.635;57.2;-8165.25;30839.309;10951.88;13048.809;6838.621;36170.806;16122.714;13254.021;6794.071;0;1
"2010-06";41860.095;40063.046;31124.97;29575;7406.765;7316.046;566;566;0;0;2762.36;2606;381;544;5831;34395.046;10804;12588;8536;59.16;-5287;;;;;37498.354;15990.189;13227.713;8280.452;0;1
"2010-02";52495.73;50301.189;38008.007;36318;5902.483;5830.189;949;949;0;0;7636.24;7204;555;2199;3294;48651.189;22496;14088;7315;93.08;-1095;;;;;37672.226;16208.605;13502.449;7961.173;349.36;1.093
"2008-04";47846.479;45817.314;35994;34295;7150.899;7063.314;416;416;0;0;4285.58;4043;564;594;4391;41456.314;15296;13548;9358;73.259;-3797;;;;;37999.776;15370.754;13574.456;9054.566;193.732;1.166
"2007-01";56033.221;53618.214;42805;40872;5469.201;5402.214;427;427;0;0;7332.02;6917;786;841;5678;47995.214;20217;14663;8560;86.255;-4837;;;;;36833.916;14756.09;13126.265;8951.561;298.495;0.805
"2005-10";45754.544;43627;37550;35715;3756.004;3710;93;93;0;0;4355.54;4109;712;278;6169;37024;11846;12433;9543;61.42;-5891;;;;;36504.948;14528.277;12926.308;9050.362;51.592;0.414
"2002-10";46508.506;44521;36841;35154;5562.126;5494;0;0;0;0;4105.38;3873;706;157;6316;37656;12076;12789;9720;61.842;-6159;;;;;35061.315;13386.484;12608.019;9066.813;122.663;0.985
"2002-06";41679.994;39851;32780;31169;6442.914;6364;0;0;0;0;2457.08;2318;589;120;6297;33085;9198;11570;9447;55.364;-6177;;;;;35101.179;13682.926;12103.669;9314.584;0;1
"2015-10";46111.122;44132.058;36175.22;34489.86;3892.583;3844.906;1217.914;1217.914;478.912;478.912;4346.493;4100.465;435.61;972.22;5875.84;38792.828;15297.15;13332.132;7045.385;68.27;-4903.62;34728.972;14439.306;13239.972;7049.694;36673.117;16374.663;13453.198;6845.255;153.532;1.233
"2015-08";40546.484;38667.923;33747.49;31994.69;3457.984;3415.63;1076.323;1076.323;791.169;791.169;1473.519;1390.112;476.93;319.62;7191.51;31319.103;10805.07;11875.568;6138.79;55.05;-6871.89;28774.572;10805.07;11819.442;6150.061;36227.049;16225.054;13209.803;6792.193;0;1
"2015-04";42993.732;41184.724;32794.12;31187.33;5808.579;5737.435;1377.802;1377.802;697.595;697.595;2315.636;2184.562;544.99;1018.79;5138.01;36520.514;14186.94;12683.807;6739.582;68.75;-4119.22;34481.476;14938.366;12765.169;6777.941;36217.336;16114.546;13302.981;6799.809;141.988;0.855
"2015-03";52763.114;50666.776;38638.84;36915.36;6523.934;6444.028;1908.635;1908.635;516.218;516.218;5175.487;4882.535;606.23;803.23;5154.42;45709.356;20065.88;14313.071;7117.121;75.71;-4351.19;41360.219;19971.734;14278.385;7110.099;36642.882;16471.419;13295.479;6875.985;257.449;1.007
"2011-07";42730.946;40809.988;35232.78;33487;4260.055;4207.877;809;809;256.11;256.11;2173;2050;561;289;6461;34076.988;10834.7;12647.9;7608;57.19;-6172;;;;;36514.266;15876.905;13223.877;7413.484;0;1
"2008-03";52748.084;50441.395;39026;37205;5671.864;5602.395;697;697;0;0;7353.22;6937;732;915;3989;46635.395;19472;14152;8748;75.599;-3074;;;;;37627.748;15395.212;13314.131;8918.404;282.251;1.104
"2008-02";52580.072;50326.858;40705;38900;4503.012;4447.858;428;428;0;0;6944.06;6551;687;520;4864;45295.858;19227;13806;7994;79.351;-4344;;;;;37506.125;15346.025;13413.517;8746.582;283.622;0.887
"2007-10";47477.495;45369.82;38698;36896;3951.215;3902.82;283;283;0;0;4545.28;4288;769;929;4876;40653.82;14308;13682;9415;72.396;-3947;;;;;37500.561;15176.411;13506.75;8817.4;157.386;1.264
"2007-09";42699.121;40714.921;35046;33301;4020.161;3970.921;277;277;0;0;3355.96;3166;525;541;5846;34884.921;10781;12529;8910;60.748;-5305;;;;;37436.614;15344.435;13406.879;8685.3;0;1
"2007-06";42918.596;41027.337;32507;30865;7359.476;7269.337;241;241;0;0;2811.12;2652;489;227;6979;33786.337;10290;12457;8441;57.445;-6752;;;;;36421.406;15089.305;13109.178;8222.922;0;1
"2004-07";41898.426;39938;34150;32411;4895.966;4836;0;0;0;0;2852.46;2691;592;713;5289;34770;9942;12374;9909;56.53;-4576;;;;;36326.736;14300.653;12547.502;9478.581;0;1
"2002-12";54555.878;52298;40895;39077;7516.058;7424;0;0;0;0;6144.82;5797;650;210;7765;44093;18395;13161;9077;76.62;-7555;;;;;35265.374;13438.298;12730.146;9096.93;300.263;0.851
"2017-08";38636.993;36885.081;30135.741;28585.542;3531.178;3487.928;1170.199;1170.199;1000.366;1000.366;2799.508;2641.045;499.962;1005.174;5587.375;31802.917;10766.516;12182.905;6237.286;56.23;-4582.201;28963.364;10766.516;11974.204;6222.644;36348.472;16179.093;13393.913;6775.466;0;1
"2013-12";55870.111;53598.852;42300;40426.05;5710.153;5640.215;1916.406;1916.406;160.013;160.013;5783.539;5456.169;632.65;1722.77;4517.54;50171.432;23784.56;14389.401;6776.25;84.21;-2794.77;45750.448;24313.262;14597.203;6839.983;36760.116;16631.886;13374.551;6753.679;341.833;0.969
"2017-07";40489.932;38658.235;29707.543;28159.857;3938.632;3890.391;1618.812;1618.812;1059.671;1059.671;4165.274;3929.504;481.688;1365.661;5945.732;33596.476;10826.006;13200.227;6778.787;57.466;-4580.071;30912.919;10826.006;13268.18;6818.733;36195.576;15953.036;13471.248;6771.293;0;1
"2016-03";54197.108;52080.833;38892.187;37178.47;6683.451;6601.591;2333.665;2333.665;622.137;622.137;5665.668;5344.97;549.207;1423.286;5668.097;47286.816;20993.378;14860.221;6969.609;79.145;-4244.811;40918.708;19540.373;14488.228;6890.108;36174.923;16052.456;13428.511;6693.955;292.283;1.143
"2011-03";53049.487;50779.428;39458.158;37688;4524.824;4469.404;1094;1094;120.024;120.024;7852.48;7408;564;871;5526;45560.428;19038.77;14276.7;7807;79.7;-4655;;;;;37246.845;16193.878;13353.462;7699.504;240.988;0.942
"2011-01";60774.752;58290.158;45832;43853;6047.829;5973.754;1229;1229;42.404;42.404;7623.52;7192;626;1266;5016;53914.158;24802.42;15599.9;7898;91.718;-3750;;;;;37923.325;16353.414;13659.527;7910.384;380.373;1.025
"2005-02";51869.347;49635;38128;36432;5292.827;5228;83;83;0;0;8365.52;7892;455;1202;4086;46296;20169;13535;8080;86;-2884;;;;;35935.32;14201.522;12729.521;9004.277;382.496;1.197
"2004-09";42164.221;40257;34816;33149;3961.521;3913;0;0;0;0;3386.7;3195;558;395;5562;34532;9993;12182;9711;57.529;-5167;;;;;36522.344;14274.155;12820.409;9427.78;0;1
"2003-05";42462.292;40650;34126;32535;5649.192;5580;0;0;0;0;2687.1;2535;681;327;6394;33902;10708;11131;9514;56.073;-6067;;;;;35201.236;13996.972;12116.352;9087.911;73.531;0.937
"2010-01";59175.741;56526.533;42329;40313;6370.561;6292.533;668;668;0;0;9808.18;9253;615;3042;2664;56289.533;26958;15736;7852;91.92;378;;;;;37051.58;15789.018;13349.608;7912.954;475.215;1.281
"2008-10";44706.814;42686.082;35654;33950;3805.694;3759.082;475;475;0;0;4772.12;4502;639;1577;3057;40567.082;14734;13568;8942;75.21;-1480;;;;;37636.617;15553.259;13437.845;8645.513;156.372;1.256
"2007-11";49911.28;47551.362;37646;35806;3376.72;3335.362;434;434;0;0;8454.56;7976;832;2173;2810;46082.362;18587;14454;8756;80.34;-637;;;;;37623.467;15310.023;13548.673;8764.771;297.441;1.17
"2005-07";42092.402;40033;33894;32109;4185.262;4134;71;71;0;0;3942.14;3719;482;667;5268;34950;9954;12563;9409;57.718;-4601;;;;;36308.464;14332.466;12891.503;9084.495;0;1
"2004-10";47551.438;45537;39407;37662;4318.898;4266;0;0;0;0;3825.54;3609;779;323;6522;38559;12687;12541;9960;64.119;-6199;;;;;36522.396;14383.149;12701.689;9437.558;106.239;0.853
"2004-06";41611.466;39680;32162;30494;6118.946;6044;0;0;0;0;3330.52;3142;496;477;5556;34105;9481;12368;9671;57.24;-5079;;;;;36131.838;14009.987;12723.685;9398.166;0;1
"2004-05";43521.869;41526;33760;32031;6440.889;6362;0;0;0;0;3320.98;3133;650;253;5623;35506;11139;11891;9801;61.769;-5370;;;;;36097.585;14063.737;12635.701;9398.147;102.921;1.312
"2002-02";47465.374;45240;36150;34374;4308.774;4256;0;0;0;0;7006.6;6610;638;363;5891;39074;16395;11380;7564;68.4;-5528;;;;;34181.793;13733.371;11856.746;8591.677;242.195;0.758
"2001-11";51090.221;48889;38890.283;37163;4883.818;4824;0;0;0;0;7316.12;6902;560;270;6472;42127;20568;8325;9187;72.4;-6202;;;;;34293.55;16991.36;8158.93;9143.26;307.383;1.209
"2016-07";39931.569;38208.268;29849.625;28347.337;5355.743;5290.145;974.153;974.153;1006.385;1006.385;2745.664;2590.249;463.174;1041.027;5331.567;33454.554;10969.311;13036.601;6732.887;57.187;-4290.54;30990.407;10969.311;13248.866;6772.23;36388.072;16186.174;13455.593;6746.305;0;1
"2017-10";41245.995;39321.117;29588.99;28054.176;2732.323;2698.857;1972.362;1972.362;652.416;652.416;6299.904;5943.306;684.874;1978.73;4400.789;36214.184;13316.482;12980.595;6946.594;64.47;-2422.059;34350.212;14264.582;13134.953;6950.677;36524.733;16358.656;13386.184;6779.894;87.921;0.706
"2015-11";49546.287;47411.127;37445.14;35681.14;3556.988;3513.421;2433.174;2433.174;323.485;323.485;5787.5;5459.906;558.07;837.85;6797.51;40893.397;16963.76;13382.24;6761.294;80.19;-5959.66;39992.369;19147.614;13856.125;6988.631;36623.305;16299.687;13487.443;6836.175;184.449;0.726
"2015-01";60609.368;58238.449;45734.48;43792.87;6235.721;6159.345;2176.052;2176.052;227.962;227.962;6235.152;5882.219;658.47;720.35;5903.32;52397.009;24871.01;15254.539;7150.292;86.35;-5182.97;47413.111;24898.688;15349.487;7164.936;36551.85;16363.839;13392.711;6795.3;369.813;0.997
"2013-08";39999.481;38223.205;31468.79;29903.14;4546.283;4490.6;705.45;705.45;541.639;541.639;2737.319;2582.376;592.65;375.19;6630.75;31374.995;10786.57;11976.264;5999.668;54.58;-6255.56;28852.339;10786.57;12056.096;6009.673;36294.897;16125.205;13556.225;6613.467;0;1
"2010-10";43781.941;41768.569;33557.73;31885;4048.151;3998.569;1034;1034;0;0;5142.06;4851;612;2680;3249;40587.569;15488;13215;8753;74.36;-569;;;;;38335.128;16284.044;13485.119;8565.965;157.625;1.266
"2010-05";41402.457;39703.162;30804;29372;6573.677;6493.162;725;725;0;0;3299.78;3113;422;1377;3516;37142.162;13305;12531;8570;67.09;-2139;;;;;37495.725;15995.566;13263;8237.159;123.951;1.58
"2009-06";37886.784;36161.089;28640;27129;6443.004;6364.089;405;405;0;0;2398.78;2263;478;1510;3460;33733.089;10659;12228;8448;60.328;-1950;;;;;36973.25;15798.832;13022.414;8152.005;0;1
"2008-06";42172.804;40242.499;30160;28517;8491.504;8387.499;283;283;0;0;3238.3;3055;294;446;5625;34769.499;10520;12507;9143;58.842;-5179;;;;;37600.935;15463.504;13252.762;8884.669;0;1
"2007-04";42961.746;40962.151;33434;31721;5460.026;5393.151;186;186;0;0;3881.72;3662;683;675;5318;35636.151;12241;12215;8330;67.813;-4643;;;;;36713.605;14946.95;13207.221;8559.434;82.878;0.499
"2007-03";52994.193;50707.553;38534;36738;6928.413;6843.553;363;363;0;0;7168.78;6763;569;552;6157;44533.553;17717;13929;8693;74.593;-5605;;;;;36390.278;14665.521;12981.716;8743.04;264.952;1.036
"2006-11";50698.111;48436.331;39058;37250;4242.291;4190.331;299;299;0;0;7098.82;6697;590;414;6914;41346.331;15952;13281;8367;72.956;-6500;;;;;36248.573;14753.044;13067.096;8428.434;205.914;0.81
"2006-08";40960.843;38982.338;34502;32699;4041.843;3992.338;191;191;0;0;2226;2100;522;122;7233;31349.338;9992;11309;7613;55.173;-7111;;;;;35882.357;14809.251;13053.335;8019.772;0;1
"2005-11";51757.092;49440;40239;38395;3898.752;3851;105;105;0;0;7514.34;7089;603;471;5907;43401;17123;13433;9225;80.38;-5436;;;;;36113.721;14197.899;12761.922;9153.9;296.157;1.165
"2002-07";42382.175;40465;34703;32997;5038.715;4977;0;0;0;0;2640.46;2491;600;573;6168;34270;9138;12413;9786;55.79;-5595;;;;;34676.344;13135.44;12345.812;9195.092;0;1
"2015-05";42126.256;40319.274;31981.92;30329.66;6514.614;6434.822;1518.775;1518.775;787.184;787.184;1323.763;1248.833;733.33;572.36;6547.53;33610.774;12338.67;11952.39;6676.935;57.06;-5975.17;31514.605;12388.983;12387.07;6738.553;36114.479;15847.183;13489.55;6777.746;74.613;0.951
"2013-06";40850.889;39123.025;30161.8;28618.45;7376.006;7285.664;1112.218;1112.218;537.167;537.167;1663.698;1569.526;581.21;284.59;6034.13;32792.275;11276.61;12262.271;6556.992;56.48;-5749.54;30313.287;11276.61;12454.109;6582.569;36725.488;16747.846;13294.055;6683.587;0;1
"2012-11";51338.526;49088.147;38963.11;37119.23;4830.455;4771.291;1248.98;1248.98;159.72;159.72;6136.262;5788.926;556.88;663.68;5075.92;44119.027;19195.17;13826.444;6870.782;80.55;-4412.24;;;;;36577.078;16578.172;13220.558;6778.348;252.212;0.992
"2012-03";50873.102;48672.589;39344.1;37548.64;4000.562;3951.563;938.602;938.602;299.561;299.561;6290.276;5934.223;454.6;436.15;5456.33;43197.809;17630.26;13899.448;7408.837;76.84;-5020.18;;;;;36786.039;15963.944;13513.835;7308.26;207.953;0.813
"2009-12";54551.524;52193.928;39656.77;37853;5322.114;5256.928;940;940;0;0;8632.64;8144;579;2376;3173;50817.928;23879;15230;7352;89.4;-797;;;;;36999.053;15900.504;13598.188;7500.361;379.273;1.075
"2009-05";41459.471;39577.082;31555;29883;7208.371;7120.082;539;539;0;0;2157.1;2035;574;693;5233;34463.082;11955;11593;8365;58.487;-4540;;;;;36843.278;15872.476;12938.404;8032.398;59.968;0.764
"2008-01";57526.417;55059.358;42867;40923;6131.457;6056.358;614;614;0;0;7913.96;7466;806;798;5137;49914.358;21522;15040;8527;82.876;-4339;;;;;37593.942;15372.183;13322.436;8899.323;317.75;0.857
"2007-05";43276.072;41311.792;33510;31803;6201.752;6125.792;361;361;0;0;3203.32;3022;712;393;6051;34941.792;11375;12066;8796;58.199;-5658;;;;;36768.287;14998.267;13284.547;8485.473;60.382;0.77
"2004-02";50848.228;48693;37910;36211;6225.248;6149;0;0;0;0;6712.98;6333;555;522;4844;43816;18479;13074;8382;76.384;-4322;;;;;35705.942;13895.727;12591.499;9218.716;329.034;1.029
"2002-09";41647.81;39823;33772;32184;4711.71;4654;0;0;0;0;3164.1;2985;548;279;6551;33003;9454;11718;9306;56.73;-6272;;;;;35069.059;13517.352;12434.501;9117.206;0;1
"2001-12";53801.165;51500;40322.869;38557;5131.856;5069;0;0;0;0;8346.44;7874;583;832;5361;46388;25791;8252;8359;77.08;-4529;;;;;34504.41;17129.96;8332.07;9042.38;428.734;1.215
"2014-03";50363.334;48328.399;37515;35797.55;7064.167;6977.644;1239.347;1239.347;464.48;464.48;4080.341;3849.378;664.37;994.41;5559.38;43099.059;18523.33;13610.86;6923.622;76.26;-4564.97;40563.981;19522.951;14036.509;7004.522;36057.456;16155.365;13139.07;6763.021;228.332;0.893
"2013-02";54400.961;52235.653;38403.97;36748.6;6869.323;6785.187;1388.901;1388.901;216.278;216.278;7522.489;7096.688;483.8;1545.73;3738.43;49559.153;23642.54;14385.71;6569.435;87.96;-2192.7;42142.93;21605.221;14004.124;6533.585;36202.685;16016.638;13425.146;6760.901;383.934;1.201
"2012-10";44652.152;42640.487;34577.09;32847.57;4483.511;4428.596;1308.342;1308.342;268.815;268.815;4014.394;3787.164;673.38;796.3;4467.21;38296.197;14659.95;13359.297;7041.845;72.01;-3670.91;;;;;36661.641;16456.739;13356.792;6848.11;123.606;0.993
"2012-07";39579.244;37783.753;30392.7;28817.59;5000.809;4939.558;875.105;875.105;499.336;499.336;2811.294;2652.164;526.73;947.45;4217.27;33987.203;11142.44;13011.686;7051.603;56.76;-3269.82;;;;;36421.434;16351.569;13170.392;6899.472;0;1
"2012-04";45992.48;44071.633;34729.37;33099.71;5469.713;5402.719;1502.641;1502.641;330.002;330.002;3960.755;3736.561;519.89;939.38;4487.06;40004.063;15975.65;13211.202;7327.108;70.02;-3547.68;;;;;36862.366;16163.794;13522.006;7176.566;203.518;1.225
"2012-02";56793.569;54393.928;40439.44;38661.1;5249.848;5185.547;1083.569;1083.569;180.365;180.365;9840.348;9283.347;409.33;3166.41;2618.47;54532.538;25974.45;15286.856;7331.449;102.1;547.94;;;;;36924.892;16156.782;13456.013;7312.098;447.752;1.401
