"Période";"1. Production de pétrole (brut et hydrocarbures extraits du gaz naturel en kt)";"1.1 Production de pétrole brut (en kt)";"1.2 Production d'hydrocarbures extraits du gaz naturel (en kt)";"2. Solde importateur (importations - exportations) tous produits pétroliers (en kt)";"2.1 Importations totales de produits pétroliers (en kt)";"2.1.1 Importations de pétrole brut et condensats (en kt)";"2.1.2 Importations d'autres produits à distiller (APD) (en kt)";"2.1.3 Importations de produits pétroliers raffinés (en kt)";"2.2 Exportations de produits pétroliers raffinés (en kt)";"3. Marché des soutes maritimes (françaises et étrangères) (en kt)";"5. Consommation totale de produits pétroliers nette de l'autoconsommation des raffineries  (en kt)";"5.1 Ventes totales de fioul lourd (FOL) (en kt)";"5.1.1 Ventes de fioul lourd (FOL) à l'industrie (en kt)";"5.1.2 Ventes de fioul lourd (FOL) aux centrales (en kt)";"5.2 Ventes de supercarburants auto (en kt)";"5.2.1 Livraisons de SP95 (en kt)";"5.2.2 Livraisons de SP95-E10 (en kt)";"5.2.3 Livraisons de SP98 (en kt)";"5.3 Ventes de gazole (en kt)";"5.4 Ventes de fioul domestique (FOD) (en kt)";"5.5 Ventes de gazole non routier (en kt)";"5.6 Ventes de carburéacteur (en kt)";"5.7 Ventes de gaz de pétrole liquéfiés (GPL : Butane, Propane, GPL-carburant) (en kt)";"5.8 Ventes de bases pétrochimie (en kt)";"5.9 Autres produits (hors gazole, supercarburants, carburéacteurs, FOD, GnR, GPL, pétrochimie, dont usages non-énergétique, en kt)";"6. Consommation totale de produits pétroliers CVC-CJO (en kt)";"6.2 Ventes de supercarburants auto CVC-CJO (en kt)";"6.3 Ventes de gazole CVC-CJO (en kt)";"6.4 Ventes de fioul domestique (FOD) CVC-CJO (en kt)";"6.5 Ventes de gazole non routier CVC-CJO (en kt)";"6.6 Ventes de carburéacteurs CVC-CJO (en kt)";"6.7 Ventes de gaz de pétrole liquéfiés (GPL : Butane, Propane, GPL-carburant) CVC-CJO (en kt)";"6.9 Autres produits (hors gazole, supercarburants, carburéacteurs, FOD, GnR, GPL, pétrochimie, dont usages non-énergétique) CVC-CJO (en kt)";"7. Consommation totale de produits pétroliers CVS-CVC-CJO (en kt)";"7.2 Ventes de supercarburants auto CVS-CVC-CJO (en kt)";"7.3 Ventes de gazole CVS-CVC-CJO (en kt)";"7.4 Ventes de fioul domestique (FOD) CVS-CVC-CJO (en kt)";"7.5 Ventes de gazole non routier CVS-CVC-CJO (en kt)";"7.6 Ventes de carburéacteurs CVS-CVC-CJO (en kt)";"7.7 Ventes de gaz de pétrole liquéfiés (GPL : Butane, Propane, GPL-carburant) CVS-CVC-CJO (en kt)";"7.9 Autres produits (hors gazole, supercarburants, carburéacteurs, FOD, GnR, GPL, pétrochimie, dont usages non-énergétique) CVS-CVC-CJO (en kt)";"8. Ventes de produits à usage non énergétique, y compris bases pétrochimie (en kt)";"9. Consommation de carburants routiers (en kt)";"10. Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"11. Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"2015-09";67.2;67.2;0;7372.552;9158.553;5383.9;45.1;3729.553;1786.001;132.5;6671.843;65.4;49.5;15.9;619.344;280.022;202.6;133.671;2980.078;786.2;443.5;576.538;121.1;610;535.083;6555.307;611.018;2907.132;770.467;434.024;576.538;118.345;526.268;6338.131;601.638;2867.282;687.921;361.726;545.203;153.778;426.133;970.083;3599.422;0;1
"2015-01";65;65;0;7028.746;8722.965;4958.5;0;3764.465;1694.219;168.1;6029.612;85.8;61.2;24.6;505.622;233.353;173.235;96.504;2647.057;873.453;232.147;497.519;205.5;775;293.314;6088.237;510.781;2672.742;887.868;239.254;497.519;209.218;296.991;6265.605;599.33;2896.189;591.161;372.717;550.105;152.015;417.131;897.114;3152.679;369.813;0.997
"2014-11";65;65;0;6104.576;7713.818;4317.8;0;3396.018;1609.242;147.7;5516.414;82.4;50.4;32;506.3;238.723;167;99.276;2623.3;497.56;324.24;473.114;169.8;420;502.1;5827.747;518.226;2722.47;643.085;342.195;473.114;196.346;515.017;6169.456;574.561;2801.485;594.515;348.495;530.567;159.973;475.05;662.1;3129.6;188.089;0.74
"2012-01";68.2;66;2.2;7355.101;9117.916;5336.8;0;3781.116;1762.815;263.9;6402.2;140;98;42;558;340.311;118.949;98.759;2707.8;865.8;205.5;491.7;223.4;780;570;;;;;;;;;6541.587;631.363;2856.98;604.131;310.113;550.703;157.857;731.282;978.3;3265.8;338.038;0.911
"2011-05";81.3;78.4;2.9;6876.194;8784.944;5496.6;0;3288.345;1908.751;229.2;6345.2;132.2;100.3;31.9;682.4;430.187;109.191;143.048;2904.8;454.394;124.306;536.7;121.1;776;745.5;;;;;;;;;6303.314;621.027;2713.286;831.577;73.219;532.087;151.246;673.533;1133.3;3587.2;45.445;0.579
"2017-01";63.4;63.4;0;6840.414;8385.923;5209.618;0;3176.305;1545.51;137.5;6343.11;46.3;35.7;10.6;525.9;208.971;206.7;110.227;2693.7;972.6;230.3;480.41;231.2;828;381;6151.976;518.7;2658.841;856.635;221.649;480.41;211.989;374.236;6370.352;614.844;2891.214;562.636;358.44;538.889;151.2;510.75;949.5;3219.6;452.737;1.22
"2016-04";70.7;70.7;0;7003.863;8731.182;5495.121;33.694;3202.367;1727.319;118.7;6106.441;42.8;37.5;5.3;602.5;260.775;207;133.19;2889.8;493.191;325.809;539.441;143.6;780;332.1;6034.462;597.071;2863.199;463.626;320.261;539.441;141.553;328.322;6133.012;575.981;2838.446;574.565;300.807;548.205;153.32;399.604;1025.7;3492.3;191.505;1.153
"2013-09";69.052;67.178;1.874;6200.833;7568.173;4020.8;16.4;3530.973;1367.34;170.7;6290.2;72.6;54.2;18.4;589.8;305.924;171.7;112.101;2842.9;590.457;417.343;536.9;122.8;590;600;6386.14;595.953;2905.039;601.288;425.448;536.9;124.941;607.246;6201.669;583.412;2856.601;563.139;361.187;513.137;162.798;482.587;916.5;3432.7;0;1
"2013-05";67.9;65.9;2;7426.439;9041.885;5585.1;34.8;3421.985;1615.446;205.7;6423.9;74.3;69.4;4.9;625;329.672;177.859;117.475;2845.8;595.055;347.445;551;132.7;760;566.9;6320.708;627.218;2851.854;477.941;350.212;551;133.485;569.228;6660.069;605.143;2882.857;904.023;351.238;537.294;182.715;520.194;1049.1;3470.8;140.301;1.789
"2009-05";80.1;77.2;2.9;8046.129;9540.107;6875.8;0;2664.307;1493.977;229;6033.2;132.4;116.3;16.1;742;540.807;54.378;146.471;2607.1;731.1;;508.4;123.1;755;566.5;;;;;;;;;6936.795;745.412;2722;1431.978;0;508.65;186.848;655.008;1119.7;3349.1;59.968;0.764
"2007-05";84.7;82.5;2.2;7134.237;9354.518;7001.2;0;2353.318;2220.281;270.1;6401.9;145;127.6;17.4;844.5;638.983;;206.012;2700.7;575.9;;548;138.4;933;661.4;;;;;;;;;6967.822;829.497;2749.498;1042.601;0;545.492;198.728;708.99;1316.4;3545.2;60.382;0.77
"2016-02";68.21;68.21;0;6266.338;7834.486;4488.9;15.4;3330.186;1568.147;153.4;5938.674;51;39;12;523;226.655;186.4;108.224;2721.9;668.41;220.79;461.874;185.6;820;337.1;5866.667;501.302;2679.936;696.461;216.541;450.743;185.832;334.159;6272.731;603.288;2929.44;519.545;334.116;543.598;141.566;448.816;959.9;3244.9;293.966;0.92
"2014-04";63;63;0;6851.798;8238.34;4471.9;66.2;3700.24;1386.541;170.7;6106.489;54.4;47.4;7;624.2;306.617;189.2;123.822;2931.5;417.734;391.366;516.289;136;700;389.4;6063.957;618.802;2874.695;448.8;384.667;516.289;133.969;385.727;6140.436;594.405;2844.344;542.648;363.824;525.905;149.467;462.845;972;3555.7;126.308;0.76
"2014-03";65;65;0;6005.538;7478.501;4246.2;51.3;3181.001;1472.964;161.9;6129.14;60.6;52.1;8.5;555.2;275.671;171.1;107.614;2818;592.349;425.151;498.64;167;750;322.8;6356.286;567.48;2926.785;665.72;442.023;498.64;177.582;330.597;6266.426;591.105;2875.192;602.761;455.799;528.274;143.987;418.821;942;3373.2;228.332;0.893
"2013-06";67.1;65;2.1;6281.728;7642.814;4656.3;34.9;2951.614;1361.086;222;6092.3;70.9;57;13.9;601;309.923;174.121;116.92;2797.6;368.287;359.413;551;113.4;755;546.6;6246.857;615.752;2883.844;384.267;378.351;551;118.074;562.149;6197.956;576.9;2779.268;648.059;338.74;515.381;178.868;481.915;1105.8;3398.6;0;1
"2012-06";69.3;66.8;2.5;6996.546;8492.985;5028.8;73.4;3390.785;1496.438;238;6405.7;98.7;72.7;26;658.6;373.808;156.354;128.441;2951.9;443.108;375.092;559;114.5;760;543.5;;;;;;;;;6384.177;618.6;2840.776;715.658;335.122;527.233;174.804;474.477;1122.5;3610.5;0;1
"2011-10";76.4;73.9;2.5;7472.65;9073.092;5477.5;38.1;3557.492;1600.442;231;6540.7;155;118.3;36.7;643.7;404.895;117.342;121.483;2889.8;965.912;199.188;547.2;172.3;513;609.6;;;;;;;;;6448.384;645.534;2824.561;899.562;141.729;529.618;172.437;547.417;861.2;3533.5;108.5;0.871
"2011-09";76.9;74.8;2.1;7189.042;8829.049;5397.2;34;3397.849;1640.008;270;6920.9;114.7;98.2;16.5;667.8;420.565;120.173;127.087;2920.8;971.79;201.11;560.7;139.8;612;846.9;;;;;;;;;6561.763;644.848;2824.401;894.204;135.835;531.209;178.654;667.688;1084;3588.6;0;1
"2011-03";80.9;78.4;2.5;6976.716;8724.692;5137;0;3587.692;1747.977;233.5;6830.2;132.4;112;20.4;654;438.801;93.335;121.834;2958.6;1040.988;14.912;516.2;230.2;789;626.3;;;;;;;;;6533.47;671.312;2835.801;976.787;-12.526;531.803;178.216;625.689;1088.2;3612.6;240.988;0.942
"2008-05";85;82;3;7449.824;9943.346;6940.6;97.2;2905.546;2493.522;186.1;6703.1;155;111.4;43.6;823.9;651.519;;172.391;2761;777.2;;559.7;145.6;930;705.7;;;;;;;;;7516.663;810.402;2752.688;1566.177;0;558.822;210.72;770.578;1317.5;3584.9;35.014;0.446
"2008-04";84.6;81.7;2.9;6965.663;8983.249;6400.6;62.6;2520.049;2017.587;207.6;6998.4;182.4;147.8;34.6;772.3;608.101;;164.081;2853.1;1059.8;;559.8;225.8;890;637.6;;;;;;;;;6893.153;727.066;2727.229;1126.082;0;566.625;225.701;653.432;1262.2;3625.4;193.732;1.166
"2006-01";95.537;91.341;4.196;8561.113;10813.912;7274.9;0;3539.012;2252.798;239.5;7674.209;443.2;239.4;203.8;793.2;570.714;;215.217;2506.5;1811.9;;508.7;355;890;808.909;;;;;;;;;7151.806;887.503;2624.086;1128.722;0;528.309;219.026;904.511;1083.109;3299.7;425.11;1.146
"2003-09";108.609;95.704;12.905;7093.552;8798.33;6886.3;0;1912.03;1704.778;226.5;7602.6;284.3;178.2;106.1;1044.6;613.033;;342.341;2633.3;1364.2;;514.6;188.7;878;979.2;;;;;;;;;7377.502;1115.268;2555.361;1291.636;0;498.152;239.822;806.834;1407.3;3677.9;0;1
"2006-12";94.8;91.5;3.3;8533.66;10671.862;7549.1;0;3122.762;2138.202;271;6944.9;261.2;191.5;69.7;828.1;614.332;;208.149;2632.9;1147.4;;505.8;246;790;794.7;;;;;;;;;6968.334;868.561;2704.351;974.364;0;532.165;194.188;826.673;1027.1;3461;350.907;0.994
"2003-08";110.358;96.442;13.916;8681.306;10161.786;7722.1;0;2439.686;1480.48;201.4;6633.9;243.8;120.7;123.1;1114;664.69;;362.469;2359;892.9;;541.3;130.5;892.9;703.3;;;;;;;;;7236.313;1113.249;2542.639;1178.107;0;482.035;218.32;867.102;1173.2;3473;0;1
"2002-09";121.479;106.556;14.923;7682.822;9078.34;6621.8;0;2456.54;1395.518;194.6;7238;228.5;179.3;49.2;1078.2;587.205;;367.45;2472.3;1283.2;;499.5;183.8;810;911;;;;;;;;;7349.072;1203.595;2491.472;1312.023;0;482.959;243.844;795.184;1315.8;3550.5;0;1
"2000-08";142.2;124.6;17.6;6965.556;8881.1;7243.3;0;1637.8;1915.544;260.6;7263.3;194.4;173.3;21.1;1294;547.862;;497.521;2238.4;1226.7;;551.3;177.4;1033;742.5;;;;;;;;;7729.027;1395.838;2317.008;1444.869;0;491.75;269.262;851.696;1432.2;3532.4;0;1
"2000-05";126.8;116.5;10.3;6898.907;8557.7;6854.1;33.5;1670.1;1658.793;314.3;6894.1;230;223.2;6.8;1225.7;454.632;;484.32;2393.2;778.7;;509.2;203;993;791.3;;;;;;;;;7550.768;1445.198;2265.898;1263.721;0;497.906;258.754;862.463;1438.6;3618.9;50.96;0.65
"1999-10";152.8;134.9;17.9;6704.024;8481.7;6759.2;0;1722.5;1777.676;252.3;7643.4;355.6;322.3;33.3;1174.3;367.298;;474.062;2337.7;1471.4;;474;284.7;845;1056.3;;;;;;;;;7929.668;1517.166;2264.359;1521.137;0;480.697;277.854;930.444;1306.8;3512;128.865;1.035
"1996-12";182.4;158.9;23.5;7764.699;9142.1;6925.7;0;2216.4;1377.401;209.7;7728.3;635.8;585;50.8;1170;190.277;;483.811;1936.6;1916.3;;390.8;369.3;887;1058.3;;;;;;;;;7569.537;1700.598;1977.943;1320.997;0;414.956;253.252;998.15;1157.9;3106.6;413.182;1.171
"1995-02";218.3;191.9;26.4;7122.723;7970.8;5884.1;45.3;2041.4;848.077;156.2;6551.8;421.1;390.9;30.2;1108.7;95.544;;436.95;1718.6;1481.7;;316.7;280.1;829;817;;;;;;;;;7454.929;1884.123;1875.119;1351.096;0;379.109;233.299;862.346;1067.7;2827.3;238.149;0.745
"1994-12";250;220.3;29.7;6555.608;8106.3;6247.9;100.7;1757.7;1550.692;191.4;7583.5;541.9;508.4;33.5;1340.1;;;;1893.7;1678.1;;354.7;302.2;955;1059.7;;;;;;;;;7745.73;2061.09;1859.492;1348.097;0;379.554;228.858;952.722;1249.6;3233.8;306.323;0.868
"1991-01";283;248;35;8664.9;9660.6;6634.7;152.8;2873.1;995.7;281.8;8377.4;754;576.2;177.8;1400.8;;;;1557.4;2869.5;;284.6;368.5;763;1133.6;;;;;;;;;8757.632;2932.863;1621.4;1835.856;0;306.52;245.117;1099.064;1006.5;2958.2;391.33;1.055
"1990-02";270;239;31;7102.4;7864.7;5589.3;216.8;2058.6;762.3;200.8;6455.5;735.1;484.3;250.8;1284.5;;;;1269.1;1608.5;;240.5;269.8;696;1087.1;;;;;;;;;8061.984;2826.27;1389.058;1584.669;0;307.167;234.587;1076.203;913.2;2553.6;204.51;0.64
"1988-08";310;283;27;6675.7;7737.6;5018;779.5;1940.1;1061.9;191;5660.8;256;238.4;17.6;1769.8;;;;1111;971.4;;326.7;165.2;629;687.7;;;;;;;;;;;;;0;;;;962.9;2880.8;0;1
"1987-09";294;268;26;6747.9;7723.7;5392.7;402.7;1928.3;975.8;184.5;5963.5;416.4;366.2;50.2;1584.5;;;;1125.4;1127.7;;270.5;189.4;647;1019;;;;;;;;;;;;;0;;;;1096.8;2709.9;0;1
"1986-03";279.2;241.2;38;7271.5;8068.4;5324.4;224.7;2519.3;796.9;236.9;6484.9;662.8;623.2;39.6;1424.1;;;;915.2;2103.8;;209.1;279.9;617;935.8;;;;;;;;;;;;;0;;;;786.2;2339.3;319.462;1.249
"1982-01";205.1;136.8;68.3;8871;9752;7914;443;1395;881;222.1;7473.3;1780.1;1264.1;516;1184.4;;;;673.9;2799.8;;175.2;308.4;310;2021.6;;;;;;;;;;;;;0;;;;451;1858.3;367.239;0.99
"1981-02";193.1;125.6;67.5;9668;10490;9348;143;999;822;339.5;8336.4;2029.4;1269.4;760;1159.4;;;;677.5;2720;;160.1;330.2;973;2316.2;;;;;;;;;;;;;0;;;;1184.9;1836.9;386.52;1.209
"2004-12";106.77;94.563;12.207;7930.229;10249;6798.3;0;3450.7;2318.772;257.3;7623.7;349.5;254.7;94.8;954;603.013;;297.582;2619.1;1791.6;;477.9;331;663;787.1;;;;;;;;;6995.658;1004.391;2548.809;1264.242;0;505.672;219.071;759.75;918.4;3573.1;392.699;1.113
"2003-04";117.169;103.534;13.635;7734.476;9233.438;6426.5;0;2806.938;1498.961;219.4;6966.3;228.1;187.7;40.4;1058.2;600.393;;351.671;2560.2;1075.9;;432.8;214.9;863.4;760.9;;;;;;;;;7233.023;1139.86;2495.769;1295.803;0;434.187;229.217;765.715;1231.1;3618.4;152.871;0.92
"2002-11";117.841;105.419;12.422;6889.054;8220.234;6233.5;0;1986.734;1331.179;223.7;6980;298.2;261.7;36.5;1019.9;551.325;;354.053;2491.7;1265.5;;457;289.8;717.2;738.9;;;;;;;;;7632.417;1228.845;2582.314;1531.689;0;494.415;271.744;716.935;1069.9;3511.6;209.229;0.823
"2001-09";129.7;114.7;15;7263.903;8899.316;6867.4;0;2031.916;1635.412;241.9;7698.9;247.8;213.8;34;1112;547.7;;396.53;2389.4;1700.5;;490.6;201.6;939.3;865.5;;;;;;;;;8090.079;1302.866;2434.137;1872.164;0;473.646;280.253;806.113;1438.9;3501.4;0;1
"2000-07";135;119.7;15.3;6735.724;8478.3;6674.9;68.1;1735.3;1742.576;266.7;7182.7;202.3;177;25.3;1266;529.958;;485.791;2359.3;965.5;;562.5;175.8;1046;807.6;;;;;;;;;7470.07;1391.892;2311.839;1201.459;0;498.338;279.827;826.351;1542.3;3625.3;0;1
"1998-02";152.9;135.5;17.4;7485.926;9189.4;7350.1;0;1839.3;1703.475;224.1;7165.4;539.5;467.4;72.1;1031.5;225.724;;427.802;1931.4;1722.9;;375.8;343.4;889;871.4;;;;;;;;;7672.438;1594.908;2111.524;1413.525;0;435.016;260.015;900.77;1135.4;2962.9;291.746;0.913
"1997-10";172.9;154.1;18.8;8207.687;9590.6;7965.3;0;1625.3;1382.913;231.6;8285;441.3;386.9;54.4;1352;271.158;;553.951;2466.7;1631.3;;427.5;308.7;997;1101.8;;;;;;;;;8275.216;1845.348;2271.575;1536.445;0;433.029;273.244;916.938;1516;3818.7;144.53;1.161
"1997-06";158.4;140;18.4;6214.089;7999.3;6464.6;0;1534.7;1785.211;224.2;6775.8;273.2;259.9;13.3;1235;236.473;;509.737;2082.3;1003.7;;428.3;158.9;898;969.6;;;;;;;;;7618.542;1692.89;2051.335;1372.552;0;414.958;245.152;910.264;1383.9;3317.3;0;1
"1996-07";196;180.1;15.9;8380.983;9675.9;7836.7;58;1781.2;1294.917;208.4;7545.7;270.5;244.2;26.3;1437.1;226.273;;603.706;2152.4;1340.4;;464.9;167.2;930;1053.7;;;;;;;;;7679.108;1821.432;1942.984;1411.494;0;403.137;240.628;974.089;1498.1;3589.5;0;1
"1995-10";238;212;26;7154.833;8421.3;6632.8;73.8;1714.7;1266.467;219;6854.5;402.7;368.2;34.5;1293.9;138.734;;516.84;2006.1;1151.3;;386.4;257;705;1054.8;;;;;;;;;7322.858;1920.622;1906.941;1121.502;0;391.123;232.556;923.54;1217;3300;58.615;0.471
"1994-02";245.2;216.7;28.5;6224.586;7333.4;5098.4;285.9;1949.1;1108.814;150.1;6809.6;486.6;460.1;26.5;1185;;;;1602.7;1805.5;;297.8;309.7;831;777.9;;;;;;;;;7536.832;2074.021;1748.966;1442.799;0;361.496;243.481;817.984;1045.3;2787.7;309.982;0.97
"1992-02";261;232;29;7489.339;8508.2;5739.9;50;2718.3;1018.861;226.6;7328.9;817.8;522.1;295.7;1270.5;;;;1527.3;1968;;285;317.7;752;1208.4;;;;;;;;;8537.52;2751.004;1640.189;1562.089;0;334.972;252.671;1226.218;1002.6;2797.8;333.546;1.043
"1990-11";283;248;35;6213.4;7712.7;5589.7;154.7;1968.3;1499.3;258.5;6593.3;536.2;507.1;29.1;1421.2;;;;1511.4;1412.4;;278.8;266.9;639;1063.6;;;;;;;;;7855.157;2922.102;1475.079;1296.213;0;313.494;207.669;959.377;997.1;2932.6;275.337;1.083
"1987-10";303;269;34;6922.3;7876.4;4987.7;352;2536.7;954.1;188.4;6638.6;541.6;505.7;35.9;1546.7;;;;1173.6;1671.7;;246.6;257.7;613;1129.3;;;;;;;;;;;;;0;;;;961.3;2720.3;123.469;0.991
"1987-05";303;274;29;6871.7;7654.6;4810.3;309.4;2534.9;782.9;173.2;5311.5;391.3;360;31.3;1499.9;;;;1016.7;983.8;;261.8;170.7;569;809.6;;;;;;;;;;;;;0;;;;859.8;2516.6;150.16;1.914
"1986-11";287;244;43;6334.3;7544.1;4871.3;360.2;2312.6;1209.8;173.3;6056.8;622.5;593.1;29.4;1395.9;;;;978.7;1482.8;;202.3;277;643;1077.1;;;;;;;;;;;;;0;;;;913.6;2374.6;251.901;0.991
"1986-08";295;248;47;7045.5;8380.4;6144.8;265.4;1970.2;1334.9;243.5;5970.1;376.1;364.8;11.3;1706;;;;870.1;1627.5;;283.8;147.6;588;747.1;;;;;;;;;;;;;0;;;;831.6;2576.1;0;1
"1985-04";262.2;211.3;50.9;7000.7;7992.7;5844.1;453.9;1694.7;992;169;5802.4;609.1;581.7;27.4;1543.5;;;;940.5;1294.5;;210.6;231;513;1069.3;;;;;;;;;;;;;0;;;;758;2484;181.957;1.095
"1985-02";235.1;182.6;52.5;6668.7;7585.8;5774.5;203.6;1607.7;917.1;189.6;6556.5;837.3;795.8;41.5;1300;;;;847.1;2275.9;;177.2;311.6;534;1110.7;;;;;;;;;;;;;0;;;;676.2;2147.1;358.708;1.122
"1984-11";236.4;182;54.4;6658.9;7455.3;5466.7;89.8;1898.8;796.4;177;6392.3;974.7;917.8;56.9;1432.8;;;;926.6;1593.1;;179.8;278.7;636;1345.3;;;;;;;;;;;;;0;;;;880.9;2359.4;204.416;0.804
"1982-07";197.2;143.7;53.5;7257;7989;6027;385;1577;732;249.4;6063.5;1098.6;578.4;520.2;1794.2;;;;882.6;1124.7;;228.6;172.8;328;1532.6;;;;;;;;;;;;;0;;;;693.8;2676.8;0;1
"1981-10";201.9;143.9;58;8473;9335;7337;494;1504;862;327.1;7020.6;1849.3;1163.6;685.7;1514.7;;;;881.5;1617.4;;195.7;246.4;170;2394.9;;;;;;;;;;;;;0;;;;526;2396.2;161.739;1.299
"1980-12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;423.706;1.201
"1980-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;1
"2006-11";88.8;85.6;3.2;7905.746;10279.99;7281.3;0;2998.69;2374.244;243;6885.8;288.4;210.8;77.6;784.9;583.091;;196.823;2658.8;1030.9;;501.6;215.3;834;860.3;;;;;;;;;7148.798;842.225;2694.919;1213.385;0;537.097;187.938;780.039;1230.4;3443.7;205.914;0.81
"2005-12";95.559;92.787;2.772;7727.087;9934.573;7427.4;0;2507.173;2207.486;242.4;7377.353;307.8;216.4;91.4;863.3;616.395;;236.452;2584.6;1639.4;;498.3;312.6;787;692.153;;;;;;;;;6869.477;883.16;2533.837;1186.737;0;525.055;209.093;677.066;1012.353;3447.9;420.387;1.191
"2003-07";113.774;101.819;11.955;8271.006;9928.349;7651.5;0;2276.849;1657.343;265.4;7648.3;259.7;150.8;108.9;1176.3;691.791;;382.79;2770.2;1195.4;;531.3;153.3;889.1;932.7;;;;;;;;;7392.203;1130.219;2498.705;1409.807;0;468.697;229.666;806.816;1417.1;3946.5;0;1
"2002-07";123.663;108.269;15.394;8274.273;9639.087;7103.2;0;2535.887;1364.814;201.1;7997.7;186.5;161.4;25.1;1275.6;696.172;;432.879;2784.1;1386.6;;535.1;182;902.9;931.4;;;;;;;;;7630.106;1244.698;2502.237;1534.209;0;471.785;257.852;789.043;1442.6;4059.7;0;1
"2002-03";133.952;119.186;14.766;6932.133;8663.564;5858.7;0;2804.864;1731.43;184.2;7277.4;260.3;212.2;48.1;1101.3;562.504;;388.541;2505.5;1343.8;;445.2;265.8;859.4;756.4;;;;;;;;;7472.361;1301.381;2495.978;1338.752;0;458.4;239.465;772.796;1176.9;3606.8;228.865;0.895
"2002-01";131.5;116;15.5;8139.573;9598.231;6716.1;0;2882.131;1458.658;209.4;8115.8;594.3;303.1;291.2;1001.4;512.427;;356.152;2321;2096.6;;454.6;418.2;867.5;956.5;;;;;;;;;7738.327;1237.437;2445.885;1421.623;0;475.577;284.739;1007.496;1089.4;3322.4;356.37;0.961
"2001-04";128.2;112.7;15.5;6767.254;8555.397;6392;32.5;2130.897;1788.144;231.1;6801.9;252.2;239.2;13;1133.4;525.772;;413.674;2341.4;1114.5;;499;233.9;701.7;778;;;;;;;;;7500.96;1324.081;2388.882;1382.294;0;498.059;262.612;847.297;1032.7;3474.8;208.677;1.256
"2001-03";135.3;118.4;16.9;7898.322;9490.463;7020.6;0;2469.863;1592.141;214.9;7642.1;311.8;275.6;36.2;1101.1;496.99;;406.649;2414.2;1600.7;;499.7;310.7;828.8;886.9;;;;;;;;;7680.536;1329.867;2327.736;1567.289;0;511.452;276.545;860.98;1161.4;3515.3;216.691;0.847
"2000-12";138.9;122.1;16.8;7544.791;9366.3;7738.6;0;1627.7;1821.509;229.6;7248.6;316.3;276.7;39.6;1106.6;486.873;;417.085;2298.7;1428.2;;481.3;300.7;957;676.1;;;;;;;;;7575.269;1355.478;2350.132;1422.495;0;509.87;251.619;731.668;1209.4;3405.3;279.898;0.793
"1999-07";150.5;133;17.5;7225.736;8442.6;6547.3;57.7;1837.6;1216.863;255.7;7532.1;231.2;209.2;22;1401.1;441.641;;562.952;2378.1;1142.6;;541.5;175.9;1005;887.9;;;;;;;;;7766.316;1633.919;2218.736;1336.931;0;477.984;268.541;890.825;1545.7;3779.2;0;1
"1999-05";121.7;116.8;4.9;7721.359;9103;7435.8;0;1667.2;1381.641;245.8;6393.2;229.7;223.8;5.9;1240.9;353.646;;505.009;2133.4;733.2;;487.7;181.8;934;682.2;;;;;;;;;7600.516;1590.161;2199.669;1353.572;0;477.415;254.082;796.238;1332.2;3374.3;43.377;0.553
"1998-11";161.7;142.6;19.1;7149.983;8718;6822.5;0;1895.5;1568.017;264;7583.3;506.7;445.8;60.9;1119.3;283.663;;464.584;2134.5;1653.3;;418.3;359.4;964;934.5;;;;;;;;;7710.194;1576.465;2184.803;1346.63;0;460.864;281.198;916.641;1320.7;3253.8;345.189;1.358
"1996-05";212.3;185.6;26.7;6956.435;8243.1;6441.7;105.1;1696.3;1286.665;201.8;6567.8;334;281;53;1309.4;178.579;;538.309;1971.8;897.4;;421.3;189.2;887;891.7;;;;;;;;;7699.473;1864.941;1979.306;1356.737;0;410.621;262.425;944.99;1278.8;3281.2;126.237;1.609
"1996-03";221.7;189.5;32.2;7938.328;9333.2;7212.9;54;2066.3;1394.872;219;7293.4;552.2;447.8;104.4;1205.3;151.076;;496.5;1947.5;1558.7;;391.2;319.4;897;974.3;;;;;;;;;7653.387;1818.741;1927.639;1335.474;0;407.158;265.865;1027.98;1208.2;3152.8;312.457;1.222
"1995-09";228.6;201.8;26.8;7157.676;8480;6274.1;140.8;2065.1;1322.324;215.7;6828.2;353.9;287.6;66.3;1292.1;140.687;;522.296;1932.9;1205.9;;423;199.7;840;934.6;;;;;;;;;7610.869;1915.826;1912.21;1364.162;0;394.644;249.576;897.839;1296.8;3225;0;1
"1995-07";226.5;207.8;18.7;8072.183;9075.4;7134.6;131.7;1809.1;1003.217;229.7;7249.7;294.3;234.3;60;1465.2;169.71;;597.404;1955.3;1335.8;;447.8;146.8;923;975.8;;;;;;;;;8089.885;1998.938;1930.602;1624.466;0;385.299;241.786;1028.692;1440.9;3420.5;0;1
"1995-05";242.3;213.8;28.5;8055.365;8924.9;6816.3;148.2;1960.4;869.535;179.7;6710.8;353.8;306;47.8;1363;128.329;;539.688;1934.6;906.2;;398.1;192.4;902;1014.5;;;;;;;;;7873.256;2003.51;1887.581;1432.957;0;385.71;257.007;1019.963;1361;3297.6;89.811;1.145
